Protein_id,Gene_id,PxAbundance,GC,TAA,TGA,TAG,Residual,Switch,Recombination
ENSP00000347504,ENSG00000119185,0.997,0.4382046149505784,0,1,0,-55.01211830798712,TGA_stay,0.2490758
ENSP00000370258,ENSG00000205609,28.5,0.5442622950819672,0,1,0,-22.539273239481957,TGA_stay,0.37374
ENSP00000332198,ENSG00000182117,35.0,0.4841995841995842,0,1,0,-18.853801778198488,TAA>TGA,1.7824801999999997
ENSP00000222728,ENSG00000106006,0.465,0.6182336182336182,0,0,1,-47.10798946709882,TAG_stay,1.8669052000000002
ENSP00000011292,ENSG00000091704,4.11,0.5745288176283706,0,1,0,-45.5109890790921,TGA_stay,2.7876548
ENSP00000361636,ENSG00000101470,4.19,0.5775263053404804,1,0,0,-45.29052730861514,TAA_stay,5.043075400000001
ENSP00000323423,ENSG00000179615,0,0.443010752688172,1,0,0,-55.78390350125039,TAA_stay,0.3816324
ENSP00000323423,ENSG00000179615,0,0.443010752688172,1,0,0,-55.78390350125039,TAA_stay,0.3816324
ENSP00000323355,ENSG00000177558,0.476,0.5855855855855856,1,0,0,-48.626870790650415,TAA_stay,0.45159000000000005
ENSP00000313967,ENSG00000173369,609,0.6056261457594346,0,1,0,560.8362264913824,TGA_stay,0.0051086
ENSP00000358865,ENSG00000148798,18.5,0.6286666666666667,1,0,0,-28.584098570746704,TAA_stay,0.0
ENSP00000315013,ENSG00000095321,13.1,0.5869704478992366,0,1,0,-35.937976375351774,TGA_stay,0.5919762000000001
ENSP00000294189,ENSG00000162244,486,0.5377754479644142,0,0,1,434.65675419467107,TAG_stay,0.1170918
ENSP00000361254,ENSG00000122378,54.3,0.4972040235589968,0,1,0,1.0555840648539387,TGA_stay,1.6898612
ENSP00000317714,ENSG00000103496,35.8,0.5967223183069418,1,0,0,-12.781005366798752,TAA>TGA,0.2002194
ENSP00000323155,ENSG00000179284,0.244,0.6223791185280274,0,1,0,-47.13473201993297,TGA_stay,0.30733160000000004
ENSP00000357442,ENSG00000163348,2.73,0.6234234234234235,0,1,0,-44.59979606802482,TGA_stay,0.24788839999999998
ENSP00000203630,ENSG00000089693,6.62,0.5792238416935486,0,1,0,-42.78098104037269,TGA_stay,6.4572418
ENSP00000363250,ENSG00000142751,0.613,0.5955952117136422,0,0,1,-48.020821392356254,TAG_stay,0.0
ENSP00000322316,ENSG00000167186,7.06,0.5474455036543642,1,0,0,-43.83010862070139,TGA>TAA,9.0422142
ENSP00000006658,ENSG00000006282,1.92,0.6545744523948374,0,1,0,-43.95006408519575,TGA_stay,0.16389399999999998
ENSP00000367891,ENSG00000205076,30.3,0.6682389937106918,0,1,0,-14.929745975391224,TGA_stay,1.1870034000000003
ENSP00000368402,ENSG00000180332,0.039,0.4025641025641026,1,0,0,-57.64022672921122,TAA_stay,1.4952940000000001
ENSP00000265562,ENSG00000076201,14.4,0.5850168134602379,0,1,0,-34.72952335686495,TGA_stay,0.0
ENSP00000351644,ENSG00000130299,4.85,0.6826609164893026,0,1,0,-39.703937097516025,TGA>TAG,1.4121232000000004
ENSP00000300504,ENSG00000167139,0.051,0.5371101384219871,0,1,0,-51.323422098685214,TGA_stay,1.422425
ENSP00000333948,ENSG00000187051,5.9,0.6579423010079944,0,0,1,-39.81224726513298,TAG_stay,0.1506288
ENSP00000228841,ENSG00000111245,33.0,0.4986173500299571,0,0,1,-20.17818769421916,TAA>TAG,0.0330724
ENSP00000376871,ENSG00000144134,2.18,0.5143815454860238,0,1,0,-50.25948014424044,TGA_stay,3.6861984000000008
ENSP00000360266,ENSG00000177606,3.12,0.643574297188755,0,1,0,-43.26552950963285,TGA_stay,0.3008194
ENSP00000294435,ENSG00000162444,3.97,0.5314814814814814,0,1,0,-47.66818001705025,TGA_stay,0.9134738
ENSP00000291823,ENSG00000160396,0.596,0.6293895191788222,0,1,0,-46.45422582349877,TGA_stay,3.5395314
ENSP00000287143,ENSG00000156575,2.98,0.5368731563421829,1,0,0,-48.40552703912122,TAA_stay,0.1268902
ENSP00000292377,ENSG00000213420,0.105,0.6306832694763729,1,0,0,-46.88460090196368,TAA_stay,0.467404
ENSP00000356529,ENSG00000143333,0.265,0.5615763546798029,0,1,0,-49.962939316266706,TGA_stay,0.8860802
ENSP00000323587,ENSG00000179914,2.56,0.524416135881104,0,1,0,-49.409260924588665,TGA_stay,0.732362
ENSP00000266671,ENSG00000139289,0.541,0.6617233119206014,0,1,0,-44.9940697291478,TGA_stay,0.44126899999999997
ENSP00000386201,ENSG00000221855,0.196,0.5010822510822511,0,0,1,-52.866682845122696,TAG_stay,0.298217
ENSP00000307786,ENSG00000172115,591,0.444758390933433,1,0,0,535.2979905332409,TAA_stay,0.0
ENSP00000307786,ENSG00000172115,591,0.444758390933433,1,0,0,535.2979905332409,TAG>TAA,0.0
ENSP00000358045,ENSG00000143369,220,0.5802939298349141,0,1,0,170.64916311010887,TGA_stay,0.0
ENSP00000321962,ENSG00000176971,0.651,0.5833333333333334,0,0,1,-48.55741095271146,TAG_stay,0.7102468
ENSP00000265643,ENSG00000069482,0.715,0.6102150537634409,0,1,0,-47.23373805069251,TGA_stay,0.8848649999999999
ENSP00000342836,ENSG00000197706,0.609,0.402555910543131,0,1,0,-57.07061060593732,TGA_stay,1.26327
ENSP00000419457,ENSG00000106410,0.077,0.5975767778063215,0,0,1,-48.463965538245375,TAG_stay,0.30961099999999997
ENSP00000418287,ENSG00000144021,14.5,0.5794117647058824,0,1,0,-34.892174999594225,TGA_stay,0.1466026
ENSP00000306887,ENSG00000171202,23.9,0.36903061224489797,0,1,0,-35.35060045043729,TAA>TGA,0.07326200000000001
ENSP00000367315,ENSG00000204950,0.028,0.7303754266211604,0,1,0,-42.29004317091701,TGA_stay,0.2120866
ENSP00000358160,ENSG00000278828,307,0.635036496350365,0,1,0,260.214390577814,TAA>TGA,0.0
ENSP00000359396,ENSG00000203909,0,0.5754985754985755,0,1,0,-49.57554638825715,TGA_stay,1.88245
ENSP00000313079,ENSG00000180730,0.097,0.6463963963963963,1,0,0,-46.156286415002135,TAA_stay,0.0
ENSP00000319170,ENSG00000178700,0.688,0.42221532990095734,1,0,0,-56.070373518494634,TAA_stay,6.7e-05
ENSP00000265029,ENSG00000090512,232,0.5146760545303798,0,1,0,179.57432050008734,TGA_stay,0.9743203999999999
ENSP00000262644,ENSG00000104331,4.67,0.5252193961029302,0,1,0,-47.26162028557768,TAA>TGA,0.522809
ENSP00000322801,ENSG00000180988,0,0.4865424430641822,0,1,0,-53.744015805508894,TGA_stay,1.0741382
ENSP00000363386,ENSG00000197245,0.524,0.7279411764705882,0,1,0,-41.908111723909514,TGA_stay,0.0
ENSP00000242159,ENSG00000122592,0.734,0.544662463140724,0,1,0,-50.28652143149481,TGA_stay,1.8669052000000002
ENSP00000233468,ENSG00000115128,159,0.40476190476190477,1,0,0,101.42376191244836,TAA_stay,0.8370993999999999
ENSP00000351137,ENSG00000076924,12.6,0.6160436137071651,0,1,0,-35.075612711189336,TGA_stay,3.9944442000000002
ENSP00000346954,ENSG00000105518,46.4,0.5861020883682387,0,0,1,-2.67866755705095,TAG_stay,1.9427028
ENSP00000350266,ENSG00000162777,1.55,0.5171878199800031,1,0,0,-50.757978593032675,TGA>TAA,0.691493
ENSP00000303211,ENSG00000087085,0.329,0.6500475802574106,0,1,0,-45.753192552837824,TGA_stay,0.3183042
ENSP00000230990,ENSG00000113070,0.109,0.5486443381180224,0,1,0,-50.724931439192375,TGA_stay,0.0
ENSP00000308708,ENSG00000124678,0.07,0.5234030013957296,0,1,0,-51.946736236321236,TGA_stay,0.0
ENSP00000308708,ENSG00000124678,0.07,0.5234030013957296,0,1,0,-51.946736236321236,TAA>TAG,0.0
ENSP00000225969,ENSG00000108826,34.9,0.5363722444722319,0,1,0,-16.50899968517144,TGA_stay,0.40471019999999996
ENSP00000244745,ENSG00000124766,1.36,0.7045614035087719,0,1,0,-42.167683956048734,TGA_stay,5.5194322
ENSP00000264728,ENSG00000088726,10.6,0.5235661223268925,0,1,0,-41.40909241689858,TGA_stay,0.38180919999999996
ENSP00000366942,ENSG00000186334,0.009,0.5160431318559802,1,0,0,-52.3526184861654,TAA_stay,1.2855816
ENSP00000231454,ENSG00000113525,0.801,0.4652142338416848,0,1,0,-53.94245210557844,TGA_stay,1.709566
ENSP00000364683,ENSG00000095739,1.92,0.5197956577266922,0,1,0,-50.26577575445664,TGA_stay,2.7038010000000003
ENSP00000364683,ENSG00000095739,1.92,0.5197956577266922,0,1,0,-50.26577575445664,TGA_stay,2.7038010000000003
ENSP00000325266,ENSG00000162222,33.1,0.5477563723537864,1,0,0,-17.775541365686358,TAA_stay,0.0
ENSP00000260302,ENSG00000137745,0.555,0.4552108955634984,1,0,0,-54.657206856284326,TAA>TGA,1.9994038
ENSP00000349669,ENSG00000196900,0.268,0.41728395061728396,1,0,0,-56.721457123034455,TGA>TAA,0.195336
ENSP00000251921,ENSG00000095110,0.026,0.4421574899936891,1,0,0,-55.797887247727424,TAA_stay,0.8272558
ENSP00000317170,ENSG00000180346,0.425,0.39543726235741444,1,0,0,-57.588189263667516,TAA_stay,0.1036494
ENSP00000317170,ENSG00000180346,0.425,0.39543726235741444,1,0,0,-57.588189263667516,TAG>TAA,0.1036494
ENSP00000317170,ENSG00000180346,0.425,0.39543726235741444,1,0,0,-57.588189263667516,TAA_stay,0.1036494
ENSP00000263960,ENSG00000115520,0.777,0.4136931931785422,1,0,0,-56.38071941320544,TAA_stay,0.0
ENSP00000353538,ENSG00000133739,0.111,0.5318131508797972,0,1,0,-51.51163804478052,TGA_stay,0.2482722
ENSP00000347504,ENSG00000119185,0.997,0.4382046149505784,0,1,0,-55.01211830798712,TGA_stay,0.2490758
ENSP00000357564,ENSG00000143545,26.4,0.5001394866889846,0,1,0,-26.706860626164428,TGA_stay,0.0489012
ENSP00000307241,ENSG00000168291,266,0.4753536976343994,0,0,1,211.73168146386303,TAA>TAG,1.0747022
ENSP00000362873,ENSG00000119421,93.3,0.49710982658959535,1,0,0,40.051170010697106,TGA>TAA,1.5753222
ENSP00000232888,ENSG00000114767,34.7,0.6120448179271709,0,1,0,-13.16299560946264,TGA_stay,0.21034000000000003
ENSP00000334452,ENSG00000186881,2.33,0.4635416666666667,1,0,0,-52.49182832233342,TAA>TGA,0.0
ENSP00000356063,ENSG00000162891,0.065,0.4757409059371593,0,0,1,-54.18517402013802,TAA>TAG,1.8884842
ENSP00000222329,ENSG00000105722,3.1,0.6039638555046316,0,1,0,-45.14166815061836,TGA_stay,0.0
ENSP00000363229,ENSG00000187714,0.656,0.6597873671044403,0,0,1,-44.96978777790746,TAG_stay,1.4937616000000002
ENSP00000319992,ENSG00000178307,10.0,0.5924006908462867,0,1,0,-38.78351610337761,TGA_stay,4.746597599999999
ENSP00000319992,ENSG00000178307,10.0,0.5924006908462867,0,1,0,-38.78351610337761,TAG_stay,4.746597599999999
ENSP00000256649,ENSG00000134253,0.176,0.5522325012789782,0,1,0,-50.489790716442485,TGA_stay,1.9382966000000004
ENSP00000308082,ENSG00000175398,0.346,0.583864118895966,0,1,0,-48.8375384304423,TAA>TGA,0.0785952
ENSP00000383505,ENSG00000179023,0.421,0.6525278491859469,0,0,1,-45.54496756764315,TAG>TAA,7.568227
ENSP00000297436,ENSG00000164822,19.7,0.5247524752475248,0,1,0,-32.25350011839831,TGA_stay,2.615717
ENSP00000300091,ENSG00000166845,0,0.39205307466815054,0,1,0,-58.17177173009095,TAA>TGA,2.2285998
ENSP00000356001,ENSG00000112110,35.0,0.5377532228360957,1,0,0,-16.344287271107135,TAA_stay,2.2081238
ENSP00000340698,ENSG00000123159,14.8,0.6497238485033242,0,0,1,-31.297362568432842,TAG_stay,1.1490386
ENSP00000396308,ENSG00000228716,19.5,0.4147907239819005,1,0,0,-37.60628930419452,TAA_stay,2.4296002
ENSP00000358548,ENSG00000213281,38.0,0.443859649122807,1,0,0,-17.744124356976116,TAA_stay,2.1824096
ENSP00000215838,ENSG00000185339,0.84,0.5644090301077687,0,0,1,-49.255200621728875,TAG_stay,0.4506297999999999
ENSP00000320957,ENSG00000170162,0.331,0.6225541579315164,0,1,0,-47.039529702899955,TGA_stay,0.152199
ENSP00000222032,ENSG00000105427,1.46,0.6430678466076696,1,0,0,-44.949261698756075,TAA_stay,0.0
ENSP00000283006,ENSG00000153044,4.42,0.4315159867747437,1,0,0,-51.902546300316914,TAA_stay,0.052913
ENSP00000315949,ENSG00000175879,0.132,0.5451864989348228,1,0,0,-50.86396520224489,TAA_stay,1.2281176
ENSP00000347997,ENSG00000175520,0.426,0.5534168873928558,0,0,1,-50.184290582176224,TAG_stay,1.9951744000000005
ENSP00000437940,ENSG00000177455,1.91,0.6098654251633924,0,1,0,-46.05512158813748,TGA_stay,1.3205514
ENSP00000256010,ENSG00000133636,1.08,0.3853557504873294,0,1,0,-57.40560721575309,TGA_stay,0.25733280000000003
ENSP00000299441,ENSG00000166341,0.12,0.6141254925735071,0,0,1,-47.64549554518209,TAG_stay,1.0581716
ENSP00000348564,ENSG00000140326,0.568,0.6443389720791928,0,0,1,-45.78169697276665,TAG_stay,1.1406394
ENSP00000442795,ENSG00000134571,20.4,0.6113582491092853,0,1,0,-27.495168108894383,TGA_stay,0.0
ENSP00000258083,ENSG00000135617,0.279,0.5908289241622575,0,0,1,-48.578168826063845,TAG_stay,0.6780927999999999
ENSP00000270502,ENSG00000142444,15.1,0.6771118409049444,0,1,0,-29.713965846905225,TGA_stay,0.35830339999999994
ENSP00000248450,ENSG00000127837,8.91,0.5844151157829461,1,0,0,-40.24771880891063,TAA_stay,0.24902740000000004
ENSP00000310170,ENSG00000175592,0.656,0.6309215773731437,0,1,0,-46.32243383396742,TGA_stay,0.3882632
ENSP00000380024,ENSG00000111653,2.27,0.4897690336767025,0,1,0,-51.32281831161827,TAG_stay,1.212091
ENSP00000328973,ENSG00000100300,23.5,0.6804244756526229,0,1,0,-21.15873633930037,TGA_stay,5.230755
ENSP00000272298,ENSG00000143933,356,0.4129477732544827,0,1,0,298.80735033441715,TGA_stay,2.27048
ENSP00000445626,ENSG00000135625,0,0.6843925103539483,0,1,0,-44.47279490000423,TAG>TGA,0.185949
ENSP00000335094,ENSG00000186889,1.27,0.4489112227805695,0,1,0,-54.237408464264526,TGA_stay,2.3638196000000002
ENSP00000416154,ENSG00000233493,1.81,0.7984934086629002,0,1,0,-37.31604597932022,TGA_stay,1.3584526000000001
ENSP00000304858,ENSG00000172057,2.16,0.5553911596987372,0,1,0,-48.357776513689004,TGA_stay,0.0
ENSP00000379003,ENSG00000176046,20.6,0.63289340982291,0,1,0,-26.286034096727754,TGA_stay,0.323089
ENSP00000361748,ENSG00000160446,0.122,0.6508266899819773,0,0,1,-45.923683602070035,TAG_stay,0.0
ENSP00000226730,ENSG00000109471,0.514,0.3852813852813853,0,1,0,-57.97509195680694,TGA_stay,0.0
ENSP00000226730,ENSG00000109471,0.514,0.3852813852813853,0,1,0,-57.97509195680694,TAA_stay,0.0
ENSP00000321584,ENSG00000178035,234,0.521727704020312,0,1,0,181.90475961019186,TGA_stay,0.0276572
ENSP00000357545,ENSG00000183807,0.519,0.5828220858895705,0,1,0,-48.71336792201367,TGA_stay,1.1437504
ENSP00000268122,ENSG00000140519,1.09,0.5720083114257078,0,0,1,-48.64909957619067,TAA>TGA,0.411326
ENSP00000268122,ENSG00000140519,1.09,0.5720083114257078,0,0,1,-48.64909957619067,TAA>TAG,0.411326
ENSP00000242994,ENSG00000123307,0.041,0.49096385542168675,0,1,0,-53.49582916543201,TAG>TGA,1.7676686
ENSP00000242994,ENSG00000123307,0.041,0.49096385542168675,0,1,0,-53.49582916543201,TAA_stay,1.7676686
ENSP00000292357,ENSG00000187800,1.95,0.6317002000889285,0,1,0,-44.991947704349315,TGA_stay,0.9013275999999999
ENSP00000259748,ENSG00000137218,0.046,0.6078964223040266,0,0,1,-48.011388731246484,TAG_stay,2.3935654
ENSP00000296877,ENSG00000164406,74.5,0.5128205128205128,0,1,0,21.987370127377282,TGA_stay,0.7891679999999999
ENSP00000350716,ENSG00000198680,0.876,0.7402190923317684,0,0,1,-40.98077064989569,TAG_stay,2.4127766
ENSP00000357943,ENSG00000143412,1.45,0.5597302504816956,0,1,0,-48.864447448761624,TGA_stay,0.30844259999999996
ENSP00000313199,ENSG00000138668,858,0.5102732784770928,1,0,0,805.3680071540944,TAA_stay,0.0
ENSP00000175506,ENSG00000070669,88.3,0.43577370688181544,0,0,1,32.17696974841233,TAG_stay,1.3378976000000002
ENSP00000175506,ENSG00000070669,88.3,0.43577370688181544,0,0,1,32.17696974841233,TAG>TAA,1.3378976000000002
ENSP00000326445,ENSG00000178343,2.05,0.6415620641562064,0,1,0,-44.42982241139259,TGA_stay,0.5411914
ENSP00000321848,ENSG00000083814,0.456,0.6126242614150468,0,1,0,-47.3798429849933,TAA>TGA,0.470295
ENSP00000367359,ENSG00000112308,0.092,0.43412286394116373,0,0,1,-56.10838847437088,TAG_stay,0.8525912
ENSP00000342513,ENSG00000126709,0.782,0.6387397178666453,0,0,1,-45.83007708424054,TAG_stay,0.5849042
ENSP00000345133,ENSG00000171219,0.763,0.6522766323024055,0,1,0,-45.21473954859018,TGA_stay,1.1024119999999997
ENSP00000341987,ENSG00000187918,0,0.4941427050053248,0,1,0,-53.38786880813217,TGA_stay,2.1017292000000003
ENSP00000307774,ENSG00000196793,0.083,0.4734931009440813,1,0,0,-54.2725057843815,TAA_stay,0.17645539999999998
ENSP00000229304,ENSG00000111701,0.13,0.4701030144068119,0,1,0,-54.38436466983121,TGA_stay,1.5999146
ENSP00000424711,ENSG00000249581,0,0.5493562231759657,1,0,0,-50.800572625005806,TAG>TAA,0.0
ENSP00000446880,ENSG00000076108,3.7,0.542250765467381,0,1,0,-47.433533179194185,TGA_stay,0.3529604
ENSP00000390011,ENSG00000142544,1.28,0.7688634192932188,0,0,1,-39.23450230201504,TAG_stay,1.5205808
ENSP00000320566,ENSG00000071243,0.618,0.4194345114214214,1,0,0,-56.27068220514334,TAA_stay,0.0
ENSP00000400471,ENSG00000134291,0.373,0.5109558106622911,1,0,0,-52.22700950240331,TAG>TAA,0.6852258
ENSP00000367207,ENSG00000136997,2.76,0.5981051082285916,1,0,0,-45.75620806344102,TAA_stay,4.4808382
ENSP00000363298,ENSG00000119411,1.73,0.6162117452440034,0,1,0,-45.937734095626745,TGA_stay,0.8626544
ENSP00000308450,ENSG00000117399,2.94,0.5746666666666667,0,1,0,-46.67452949632238,TGA_stay,0.10393139999999998
ENSP00000282572,ENSG00000152669,0.108,0.6908184408184408,1,0,0,-44.06367687828293,TAA>TAG,0.8539268
ENSP00000325076,ENSG00000254737,0.022,0.5395299145299145,1,0,0,-51.239031796898765,TAA_stay,4.3954438
ENSP00000467843,ENSG00000228075,0.026,0.5895953757225434,1,0,0,-48.888972698657334,TAA_stay,8.327951200000001
ENSP00000429216,ENSG00000253368,0.33,0.8192294461644307,0,1,0,-37.82435874658375,TGA_stay,0.17616179999999998
ENSP00000360473,ENSG00000101132,100,0.3749842299720645,1,0,0,41.028385075782666,TAA>TGA,3.1466244
ENSP00000310036,ENSG00000174059,8.66,0.5234174084631587,0,1,0,-43.356061123562554,TGA_stay,6.2195776
ENSP00000225899,ENSG00000108759,93.9,0.6057906458797327,0,1,0,45.74393493937609,TGA_stay,0.08575740000000001
ENSP00000293404,ENSG00000161653,0.099,0.6653785776869159,0,1,0,-45.26478458958706,TGA_stay,0.37324440000000003
ENSP00000292090,ENSG00000160606,1.94,0.5329054254882892,0,1,0,-49.63145424017776,TGA_stay,1.672533
ENSP00000318687,ENSG00000120694,137,0.41161288390087264,0,0,1,79.74479764362832,TAG>TAA,0.0439054
ENSP00000220166,ENSG00000103811,110,0.566946625711276,0,1,0,60.02371068182149,TGA_stay,2.4715398
ENSP00000264824,ENSG00000104903,0.387,0.6603940798366852,0,1,0,-45.21035732122945,TGA_stay,5.255509600000001
ENSP00000242462,ENSG00000122859,0.415,0.6806201550387597,0,1,0,-44.23456683614892,TGA_stay,0.37010620000000005
ENSP00000340989,ENSG00000175793,205,0.6211512717536813,0,1,0,157.56373128655457,TGA_stay,0.3571604
ENSP00000229903,ENSG00000112167,0.65,0.5664638300507865,0,0,1,-49.348913041697706,TAG_stay,2.0922798
ENSP00000327786,ENSG00000182264,0.338,0.506397430187131,0,1,0,-52.475614445456735,TAA_stay,0.0
ENSP00000359212,ENSG00000138136,0.929,0.6713947990543735,0,1,0,-44.15286546730328,TGA_stay,2.7448504
ENSP00000217407,ENSG00000129988,26.6,0.5401106500691563,0,1,0,-24.63381862711953,TGA_stay,0.4245274
ENSP00000298317,ENSG00000165526,0.534,0.5696293439248931,0,1,0,-49.316577593505514,TGA_stay,0.0
ENSP00000316130,ENSG00000181392,0.126,0.6285448332434247,0,1,0,-46.96380766448634,TGA_stay,1.4916323999999999
ENSP00000349967,ENSG00000121797,0.361,0.4637955842068311,1,0,0,-54.44892978907087,TGA>TAA,0.304316
ENSP00000367992,ENSG00000139684,201,0.42099658479009544,0,1,0,144.18451629041425,TGA_stay,7.3999999999999995e-06
ENSP00000357127,ENSG00000203757,0.308,0.44393396370291294,1,0,0,-55.43264198824053,TAA_stay,5.293330399999999
ENSP00000313422,ENSG00000182196,16.8,0.6240894364668856,0,1,0,-30.498586808728273,TGA_stay,2e-07
ENSP00000309124,ENSG00000173391,0.935,0.4575461219494258,0,0,1,-54.167778540262645,TGA_stay,1.7318154
ENSP00000360860,ENSG00000152778,8.79,0.4230503795721187,1,0,0,-47.929243231229854,TAA_stay,1.4393550000000002
ENSP00000305494,ENSG00000171763,2.35,0.5230262274427693,1,0,0,-49.68439180044202,TAA_stay,7.2000000000000005e-06
ENSP00000265112,ENSG00000113407,207,0.45890925533991495,1,0,0,151.96109766134808,TAA>TAG,0.3325534
ENSP00000367952,ENSG00000165623,0.021,0.5361659390436369,0,1,0,-51.397667122886816,TGA_stay,4.5804468
ENSP00000290524,ENSG00000143390,6.97,0.5538721700239346,0,0,1,-43.618956114591796,TGA_stay,0.0
ENSP00000370297,ENSG00000147869,0.373,0.5248756218905473,0,1,0,-51.57472948740044,TAA>TGA,1.5480353999999998
ENSP00000225916,ENSG00000108773,0.82,0.5566176372534818,1,0,0,-49.64030398157696,TAG_stay,0.0916034
ENSP00000361397,ENSG00000188152,0.069,0.6324700342075672,0,0,1,-46.836873406916595,TAG_stay,0.0
ENSP00000373073,ENSG00000159650,1.63,0.6048320235802322,0,1,0,-46.57098594048693,TGA_stay,0.0
ENSP00000358146,ENSG00000178096,4.3,0.6642512077294686,0,1,0,-41.11661295634427,TGA_stay,0.0028937999999999998
ENSP00000322524,ENSG00000179958,74.0,0.6101988304093566,0,0,1,26.05050172566135,TAG_stay,1.2227772000000001
ENSP00000312385,ENSG00000174279,0.247,0.6974143955276031,1,0,0,-43.615591549028096,TAA_stay,0.4021878
ENSP00000203556,ENSG00000089639,93.8,0.6223875013195912,0,1,0,46.42166079627102,TGA_stay,1.0306628
ENSP00000416330,ENSG00000120708,81.8,0.5223726507445862,0,0,1,29.73498170531134,TAG_stay,0.7535026
ENSP00000416330,ENSG00000120708,81.8,0.5223726507445862,0,0,1,29.73498170531134,TGA_stay,0.7535026
ENSP00000347486,ENSG00000139714,0.43,0.5663027012476769,0,1,0,-49.57646351033454,TGA_stay,0.22409880000000001
ENSP00000233944,ENSG00000115592,0.194,0.5928503017026019,0,1,0,-48.56844741420549,TGA_stay,0.28946700000000003
ENSP00000256379,ENSG00000133997,4.15,0.42431066623215735,0,1,0,-52.51018641012518,TGA_stay,0.0
ENSP00000381499,ENSG00000125813,0.648,0.6880833238200935,0,0,1,-43.65184400120303,TAG_stay,0.0
ENSP00000341268,ENSG00000102871,5.04,0.6967002992839915,0,0,1,-38.85605397900351,TAG_stay,0.2996064
ENSP00000377799,ENSG00000179626,0.764,0.4268817204301076,1,0,0,-55.775707242461756,TAA_stay,0.3816324
ENSP00000441365,ENSG00000155254,0.644,0.710727969348659,0,1,0,-42.59471971705153,TGA_stay,0.6954656
ENSP00000300291,ENSG00000167005,183,0.44569220285745437,0,1,0,127.34174880307816,TGA_stay,1.8340035999999997
ENSP00000294189,ENSG00000162244,486,0.5377754479644142,0,0,1,434.65675419467107,TAG_stay,0.1170918
ENSP00000346378,ENSG00000113108,0.363,0.5959849340955565,0,1,0,-48.2525590670306,TAG>TAA,0.0
ENSP00000346378,ENSG00000113108,0.363,0.5959849340955565,0,1,0,-48.2525590670306,TAG>TGA,0.0
ENSP00000357234,ENSG00000163467,0.002,0.48780711404473776,0,1,0,-53.68275353588157,TGA_stay,2.203929
ENSP00000252818,ENSG00000130522,2.93,0.7153793103448276,0,1,0,-40.09075865960518,TGA_stay,4.311721
ENSP00000320649,ENSG00000179071,0.382,0.552,0,0,1,-50.29468568730476,TAA>TAG,0.05617320000000001
ENSP00000310901,ENSG00000175183,35.2,0.48264077420870505,1,0,0,-18.726847352421018,TGA>TAA,0.20194460000000003
ENSP00000360642,ENSG00000154222,9.13,0.5915456363414191,0,1,0,-39.69358381378816,TGA_stay,0.20239040000000003
ENSP00000356156,ENSG00000158615,0.465,0.49859943977591037,0,1,0,-52.714026965714055,TAA>TGA,1.6828379999999998
ENSP00000366330,ENSG00000119138,0.366,0.6054421768707483,0,1,0,-47.80639425982649,TGA_stay,2.0663753999999996
ENSP00000157812,ENSG00000013275,237,0.5536090675721117,0,1,0,186.3987149487288,TGA_stay,1.1864718
ENSP00000356737,ENSG00000120370,1.34,0.4775046843840876,0,1,0,-52.827523658508916,TGA_stay,1.3614567999999998
