Gene_id,Recombination,GC3,TAA,TGA,TAG
ENSG00000239857,1.398624306352941,78.60851989118716,0,1,0
ENSG00000004948,0.7923825151515153,52.23588906965917,0,1,0
ENSG00000105963,1.1913917304228363,80.62548051210585,0,0,1
ENSG00000158528,0.4290628142857143,42.611655181224606,1,0,0
ENSG00000158560,1.7106850426829265,52.41723966886385,0,0,1
ENSG00000127922,0.3935425941176471,48.60717981637641,0,0,1
ENSG00000196367,0.2578397417218543,64.15187736496095,0,1,0
ENSG00000241685,1.7547603611111111,58.93867924528302,0,1,0
ENSG00000130429,5.701791529411765,83.94078050621722,0,1,0
ENSG00000106336,2.0194936,70.75194362197597,1,0,0
ENSG00000105808,0.367536,79.64307431828448,0,1,0
ENSG00000073067,0.3160456794582393,84.12265957754208,0,1,0
ENSG00000161048,0.36661266666666664,35.82132241235013,1,0,0
ENSG00000146540,1.257291322689076,77.53166074580952,0,0,1
ENSG00000105835,0.22200520512820512,42.500461936437546,1,0,0
ENSG00000164597,0.1462136647398844,34.082915975216984,1,0,0
ENSG00000164849,0.7393181153465346,89.18478831810063,0,0,1
ENSG00000164850,1.3427628290429043,86.41202847557985,0,0,1
ENSG00000077063,1.1380265,53.35320916579767,1,0,0
ENSG00000005108,1.058873661505606,52.65379975874548,1,0,0
ENSG00000184408,0.8917956587591241,51.67969414524519,1,0,0
ENSG00000106025,0.3917013999999999,46.53335484686385,1,0,0
ENSG00000106460,0.47443805421686747,32.51082251082251,1,0,0
ENSG00000146809,0.4779566067415731,35.96523118080192,1,0,0
ENSG00000146530,0.7986143196994994,37.739812003996235,0,1,0
ENSG00000106554,1.341510223756906,52.169148097458994,1,0,0
ENSG00000059377,3.353353945054945,62.183337053070936,0,1,0
ENSG00000006468,2.4786159910714285,47.090191747810756,1,0,0
ENSG00000170379,0.9213881500000001,68.15241996530916,0,1,0
ENSG00000136267,1.5114412627602565,43.44391441855365,1,0,0
ENSG00000164877,1.8165004089130434,74.46588945408524,0,1,0
ENSG00000164880,3.3158031657045113,85.15339742126883,0,1,0
ENSG00000187546,3.5366059177085276,43.62773474656883,1,0,0
ENSG00000198517,2.1417223580163043,89.78714137949807,0,0,1
ENSG00000155093,2.294535100175747,76.06845535406903,0,1,0
ENSG00000214960,0.6292747613240419,43.848236692642985,0,1,0
ENSG00000225968,2.4872536148078725,93.00361881785284,0,1,0
ENSG00000071189,0.5463644861878453,36.89295536550024,1,0,0
ENSG00000048052,1.6577871702827087,50.9170343142245,0,1,0
ENSG00000002822,2.0369960447039874,84.48917461055413,0,0,1
ENSG00000173452,0.7822987835051548,57.669419212771814,1,0,0
ENSG00000183742,0.5648288304093568,36.107854630715124,0,0,1
ENSG00000075213,1.2441243585365853,42.6069199751031,0,1,0
ENSG00000198822,0.839161911764706,57.21517011951156,0,1,0
ENSG00000164659,0.45869949200000004,49.227783246048524,0,1,0
ENSG00000005469,0.7752946636363637,29.385095318023268,0,0,1
ENSG00000005471,0.5397769105691057,46.8721206174623,0,1,0
ENSG00000085563,4.125463274725275,42.22826992476477,0,1,0
ENSG00000105784,0.40155123178807944,40.32427917293278,0,1,0
ENSG00000006634,7.058621181818182,32.597505078766055,0,1,0
ENSG00000008277,1.1219342586872587,44.48383185927262,1,0,0
ENSG00000182348,1.3326659789473685,35.94124353240375,1,0,0
ENSG00000164647,0.5142595757575759,40.68627450980392,0,1,0
ENSG00000157224,0.7014954330708661,60.50112570280638,1,0,0
ENSG00000058091,1.3231868011083745,47.58095677473905,0,1,0
ENSG00000001629,1.3154193571428572,35.95751808862481,0,1,0
ENSG00000105810,1.602930691629956,58.71559633027523,0,1,0
ENSG00000188175,0.3183134318181818,46.84584131948144,0,1,0
ENSG00000127928,1.515603369168357,51.32482269503546,0,1,0
ENSG00000127990,0.24340853968253964,47.90585453172696,0,1,0
ENSG00000105854,1.3534366097560977,42.04731109601422,0,1,0
ENSG00000004864,0.46274055932203395,41.212033093637466,0,0,1
ENSG00000196411,0.23403975000000002,76.43202932719477,0,1,0
ENSG00000146828,0.5348095531914893,73.9844840151128,0,1,0
ENSG00000160963,1.3056853527272725,70.40826820238584,0,1,0
ENSG00000257923,0.8398578882235528,70.00319364944347,0,1,0
ENSG00000128563,0.11581805405405407,57.708333333333336,0,1,0
ENSG00000161040,0.31548456331877733,40.4050679729112,0,1,0
ENSG00000189056,3.118822666666667,46.85165762808256,0,1,0
ENSG00000187416,0.976330691314554,71.04244732477424,1,0,0
ENSG00000005483,0.18841098809523812,32.971378819051004,0,1,0
ENSG00000135250,0.4393247617021277,47.82853145808337,0,0,1
ENSG00000185055,0.6555137727272727,46.10249047470794,1,0,0
ENSG00000146776,2.3885180165289257,55.73500842348255,0,1,0
ENSG00000091136,3.9484677,57.46168858012345,1,0,0
ENSG00000091129,0.7926110570934255,44.63364516629513,1,0,0
ENSG00000135241,0.27631872807017543,31.244651822344135,0,1,0
ENSG00000177683,0.3727245333333333,33.660862050692565,0,0,1
ENSG00000106443,1.094729973316913,35.175669115597586,0,1,0
ENSG00000184903,0.6453429553072628,47.2331364736428,0,1,0
ENSG00000128512,2.37749251988218,50.76096281621956,1,0,0
ENSG00000128573,1.3069508123893807,45.54351211662315,0,1,0
ENSG00000105971,0.6948169287749287,73.53565429036696,0,1,0
ENSG00000105989,1.571549847457627,66.76293289185682,1,0,0
ENSG00000001626,0.21349009931506852,43.73066583447776,0,0,1
ENSG00000178381,0.4378974835164835,48.92820056950727,0,1,0
ENSG00000106034,1.2528050504587156,43.819287108071,0,1,0
ENSG00000002745,0.3945527647058823,64.3956836740959,1,0,0
ENSG00000196937,0.3511888181818182,32.04064752074,1,0,0
ENSG00000106278,0.3849310823045267,38.886656297480684,1,0,0
ENSG00000008311,1.4441007530864198,40.39468121968905,0,1,0
ENSG00000081803,0.7050705095057035,42.182412435791605,0,1,0
ENSG00000164675,0.17405582716049386,30.687205294989475,0,0,1
ENSG00000106302,0.7577262682926831,31.088717644734242,0,1,0
ENSG00000226690,0.9427515703517588,31.568358116511742,0,0,1
ENSG00000006747,0.9990960432960894,51.67873181187723,1,0,0
ENSG00000179603,0.9299325748532289,51.80388865515492,1,0,0
ENSG00000197157,0.43412318421052626,59.956234764138166,1,0,0
ENSG00000106344,0.5084889148936171,47.64702831814979,1,0,0
ENSG00000135253,0.9533301315789473,74.16043273275139,0,1,0
ENSG00000158467,0.16217478977272728,52.65499314847318,1,0,0
ENSG00000106459,0.43998423391812863,50.49117339672839,0,1,0
ENSG00000128607,0.5027283448275862,52.22414022042225,0,1,0
ENSG00000158623,0.4085377078651685,45.19610564971039,1,0,0
ENSG00000128585,2.240905843267108,42.49931092411964,1,0,0
ENSG00000221866,1.704895379619261,75.31967525991168,0,1,0
ENSG00000131558,0.3389415264705882,55.09802012333658,0,0,1
ENSG00000155530,0.38130739690721643,46.879167977940625,0,0,1
ENSG00000122786,1.9351807056179773,55.691529014578244,0,1,0
ENSG00000146856,0.5286154731182795,37.95356843497414,1,0,0
ENSG00000122783,0.8112588540145985,61.547984807785724,0,0,1
ENSG00000080802,0.44961362631578944,43.76995205619488,0,0,1
ENSG00000105894,1.390626296296296,59.2265173794423,1,0,0
ENSG00000157680,1.4232093384030415,52.13149374415034,0,1,0
ENSG00000122779,0.5550896666666666,43.61450021377777,1,0,0
ENSG00000105929,4.424022289473684,60.245914289256525,0,0,1
ENSG00000122778,1.820098615789474,59.39306285652226,0,1,0
ENSG00000105939,1.7518964065934066,53.436191118320636,1,0,0
ENSG00000105948,12.782569236842104,43.880472549267225,1,0,0
ENSG00000157741,0.4669109318181819,40.867318351573196,0,1,0
ENSG00000064393,1.7950663119658121,68.25502111605056,1,0,0
ENSG00000261115,1.3542553574879226,79.25146063515936,1,0,0
ENSG00000106028,0.6283885374999999,35.29499569395169,0,0,1
ENSG00000257335,5.556891273408239,47.572351727441536,0,1,0
ENSG00000196511,2.5077529631675874,47.39594234825326,1,0,0
ENSG00000174469,1.6970847536630036,62.61270339483695,0,1,0
ENSG00000170265,1.8770948399999998,77.50410509031198,0,1,0
ENSG00000170260,0.24786725,69.88685993186766,0,1,0
ENSG00000133612,1.3696416865671641,80.30238806288426,0,0,1
ENSG00000146926,0.5774516428571429,73.73420134285948,0,0,1
ENSG00000106617,5.764711889117043,55.1293780193625,0,1,0
ENSG00000178234,1.5739832307692305,45.760619069719866,1,0,0
ENSG00000055609,0.29876199999999997,39.048766096992566,0,1,0
ENSG00000130226,3.9486409828353466,61.05383858964834,1,0,0
ENSG00000184863,0.3420062994350283,53.67649315065708,1,0,0
ENSG00000105983,0.6754880355871887,52.8935666389402,0,1,0
ENSG00000009335,0.31419617880794704,51.20045484080572,0,1,0
ENSG00000164855,1.525657291184328,84.05410626353941,0,1,0
ENSG00000171243,1.2748641484375,59.63046615220529,0,0,1
ENSG00000205858,2.78042484375,49.61685823754789,1,0,0
ENSG00000106524,4.323990547619047,54.76522376831974,0,1,0
ENSG00000136261,5.66889411494253,50.254189885179265,1,0,0
ENSG00000106541,1.5627289339622639,44.55591217518699,0,1,0
ENSG00000173467,3.9830583392857144,35.07902893400192,1,0,0
ENSG00000106546,0.3692222702702703,37.83037174500682,1,0,0
ENSG00000122691,8.800066150537633,93.69822722678191,0,0,1
ENSG00000105855,0.7730420388888889,39.96267512015544,1,0,0
ENSG00000004846,2.493967696551724,39.50134089890777,0,1,0
ENSG00000164651,0.10677299999999999,88.00288752513701,0,1,0
ENSG00000105866,0.3988484744525547,40.76374829390355,0,1,0
ENSG00000105877,2.449177600237248,46.818621595947484,1,0,0
ENSG00000164649,1.832836163265306,47.62474709740023,1,0,0
ENSG00000136237,2.140998227383863,52.54860538122067,0,1,0
ENSG00000105889,1.1440950766129032,41.65693939514405,1,0,0
ENSG00000122687,4.3962669325153385,63.74269005847953,0,1,0
ENSG00000106268,0.6671677904761905,80.32440083395497,0,0,1
ENSG00000106266,0.6795921828358209,85.72578616893497,0,0,1
ENSG00000122591,0.2186982608695652,36.524992144767005,1,0,0
ENSG00000122550,0.28509820869565217,40.57933242679064,0,1,0
ENSG00000136243,0.14501569230769235,41.209327207567405,1,0,0
ENSG00000136235,0.1869323333333333,51.60074840209308,1,0,0
ENSG00000136231,1.2489395033112582,52.32730797243858,1,0,0
ENSG00000196335,0.17267786399999996,37.28697459677016,1,0,0
ENSG00000106263,2.0665199840546697,65.23929314680137,0,1,0
ENSG00000122585,0.7932160294117648,68.36734693877551,0,1,0
ENSG00000136213,1.062771426506024,93.94311941644128,0,1,0
ENSG00000105926,0.14667567307692309,35.85224598644014,0,1,0
ENSG00000105928,0.9784092348993289,60.14918861479807,0,1,0
ENSG00000070882,1.8723297326388888,53.48764517353745,0,1,0
ENSG00000153790,0.3419407021276596,45.084704786056264,0,1,0
ENSG00000106003,2.421825871794872,87.73027994978173,0,0,1
ENSG00000106009,1.5665471614035087,74.4129630429462,0,1,0
ENSG00000106012,1.154473847352025,69.40222578046028,0,0,1
ENSG00000050344,0.583665125,44.46300102774923,0,1,0
ENSG00000086300,1.239340118181818,39.92472724386961,0,1,0
ENSG00000136295,0.3644279827255279,86.98124785022819,0,0,1
ENSG00000005020,0.3650738757062147,31.726190476190474,0,1,0
ENSG00000105997,0.307657075,77.99156299156297,0,1,0
ENSG00000174945,1.2784089973474801,80.16906295813104,0,1,0
ENSG00000106038,0.6338312666666666,70.02647763401957,1,0,0
ENSG00000106049,0.23646993427230048,49.47271758232261,0,1,0
ENSG00000146535,1.660575949804433,77.88829978746176,0,1,0
ENSG00000106052,0.248768093220339,35.10715990155933,0,0,1
ENSG00000153814,1.4209096893203887,62.84865295161079,1,0,0
ENSG00000146592,2.206740690544413,59.69190978667103,1,0,0
ENSG00000106066,3.0149204352331607,50.88401314262774,1,0,0
ENSG00000106069,3.339309403981264,54.08955907373555,1,0,0
ENSG00000198286,2.0578536079365084,76.5696508415004,0,1,0
ENSG00000122574,0.9625564031413611,58.471074380165284,0,1,0
ENSG00000136193,0.6568984999999998,51.584755127371274,0,1,0
ENSG00000106080,0.38336772727272733,53.38193727379872,0,0,1
ENSG00000106086,0.16149640677966104,46.9144389315547,0,1,0
ENSG00000180354,8.218228153846153,69.19301458775143,1,0,0
ENSG00000106100,2.693482065934066,67.2243268581612,0,1,0
ENSG00000006625,1.9863786250000004,55.528148984258785,1,0,0
ENSG00000106105,0.28211250000000004,61.69222106722107,0,1,0
ENSG00000106113,9.288362466666667,81.32012840881266,0,1,0
ENSG00000241644,3.219775142857143,73.24504551215577,0,1,0
ENSG00000254959,1.6392952248995984,68.05794114279172,1,0,0
ENSG00000240583,4.568005450450451,76.25278898764853,0,0,1
ENSG00000106128,7.5712040625000006,61.100639107464694,0,1,0
ENSG00000078549,7.231641192771084,69.30992666172027,0,1,0
ENSG00000180347,0.9328559559999999,50.97522212905613,0,0,1
ENSG00000106341,6.386821854166667,46.41025641025641,1,0,0
ENSG00000154678,2.5570415495583907,55.71143845336588,0,0,1
ENSG00000105778,0.5932402928286852,42.09577221688861,0,1,0
ENSG00000170852,0.18223738095238096,47.311326700302125,1,0,0
ENSG00000122642,2.0431519230769233,60.30707025428288,1,0,0
ENSG00000122643,0.3452129411764706,38.7434896110329,1,0,0
ENSG00000248767,0.4199148891566265,85.90179661608232,0,1,0
ENSG00000122507,1.060818354558611,35.2497720643493,1,0,0
ENSG00000164619,1.600931421364985,56.1983704216094,0,1,0
ENSG00000187258,1.6041032377622375,59.63458462745195,0,1,0
ENSG00000173852,0.3163998157894737,37.85337048431622,0,1,0
ENSG00000122557,0.11306485185185186,41.97813842550684,0,1,0
ENSG00000122545,0.0402154375,41.95317245993594,1,0,0
ENSG00000122547,1.7406824497991966,73.51712614870509,0,1,0
ENSG00000164542,0.11845606451612903,43.920686861249266,0,0,1
ENSG00000011426,0.33986228,36.42362395219873,0,1,0
ENSG00000136250,2.009216139817629,57.55340991016628,1,0,0
ENSG00000155849,2.0400578012958963,60.63423592942101,0,1,0
ENSG00000187037,0.49058740465116274,64.89441930618402,0,0,1
ENSG00000086289,2.078206910331384,72.85234074868222,0,1,0
ENSG00000086288,4.250603076923078,31.14016253179168,1,0,0
ENSG00000106483,2.1071977534883723,59.188245440585625,0,1,0
ENSG00000010270,0.20424228735632186,47.12188588856488,0,1,0
ENSG00000078053,1.3379974361493125,49.725089992011064,0,0,1
ENSG00000006715,1.486147643712575,45.298159325982,0,1,0
ENSG00000106536,0.7042150236530881,55.4508137717072,0,1,0
ENSG00000241127,0.22993396825396822,46.37447384526488,1,0,0
ENSG00000006451,0.23907222972972972,47.924096757501836,1,0,0
ENSG00000065883,0.18694202272727273,40.12416428778816,0,1,0
ENSG00000122641,0.6188345,70.96018735362998,0,0,1
ENSG00000106571,2.5256123877551016,66.57309294041988,0,0,1
ENSG00000106591,0.34047830769230764,49.957959066486204,0,1,0
ENSG00000164543,0.3291910217391304,40.0,0,1,0
ENSG00000106603,0.5044322486772487,59.45740876801243,0,0,1
ENSG00000106605,0.5679823636363637,62.93325410972469,1,0,0
ENSG00000106608,0.24811527083333335,62.803854825804606,0,1,0
ENSG00000078967,0.3822932,54.97657619332321,1,0,0
ENSG00000136206,0.47228899999999996,72.97066486158883,0,0,1
ENSG00000136279,0.45079530000000007,76.86964367345358,0,1,0
ENSG00000122678,0.5134265882352942,71.67012569820116,0,1,0
ENSG00000106624,0.8197169999999999,76.18128456691966,0,1,0
ENSG00000106628,1.4707900769230764,72.6103072800297,0,1,0
ENSG00000106633,2.91038208,84.79156373481585,0,1,0
ENSG00000058404,1.3473336349206348,74.7069430516214,0,1,0
ENSG00000015520,0.8955109374999999,77.61285612995742,0,1,0
ENSG00000136271,0.2541809230769231,63.524597445167,0,1,0
ENSG00000105953,0.4336408674698795,67.95940693697455,0,0,1
ENSG00000122515,0.5768598571428571,69.14844623823609,0,1,0
ENSG00000105968,0.12927715789473684,51.83666291048083,0,0,1
ENSG00000136286,2.1468878461538456,77.21073783709693,0,1,0
ENSG00000136280,0.375720152,69.22366063239573,0,1,0
ENSG00000136270,1.0150880769230768,68.17389330097589,0,1,0
ENSG00000122679,1.3150436781609196,83.12139408924997,0,1,0
ENSG00000146674,12.684072111111107,73.47775487813864,0,0,1
ENSG00000136205,2.0467710968523,68.48186359965526,0,1,0
ENSG00000136273,1.921277480686695,51.67901443653635,0,0,1
ENSG00000158683,2.223627671814672,61.264729676628995,0,1,0
ENSG00000164744,0.33923006451612897,42.21617835110352,0,0,1
ENSG00000164746,0.5849513921568628,53.86498050634433,1,0,0
ENSG00000183696,0.7650969090909091,50.361144004082206,0,1,0
ENSG00000242802,0.7567089234693878,83.6815302287623,0,1,0
ENSG00000179869,1.6888851490963857,53.29538298076722,0,1,0
ENSG00000157927,1.3186936829066889,81.50078929646541,0,1,0
ENSG00000218305,0.1735655,45.04967020592021,0,1,0
ENSG00000136297,1.1320349354413701,81.07417206731856,0,1,0
ENSG00000042813,0.18606092335766422,43.406270873376144,1,0,0
ENSG00000185811,3.6125801219512192,72.43497859479082,1,0,0
ENSG00000132437,0.5518350861423221,63.630790615741034,0,0,1
ENSG00000106070,0.8740855180412371,61.59380517013386,0,1,0
ENSG00000106078,0.6907501911764707,58.37405747634307,0,1,0
ENSG00000164638,1.1001431812749003,83.51964995960414,0,1,0
ENSG00000132432,0.35427680000000006,40.57971014492754,0,1,0
ENSG00000132434,0.3449977764705882,66.85144124168514,1,0,0
ENSG00000154978,0.26410254385964915,77.29067567583783,0,0,1
ENSG00000075624,1.1721203838383838,85.85837346818703,0,0,1
ENSG00000178665,0.1736204375,45.16140270200595,1,0,0
ENSG00000146729,0.16487762962962962,51.48368352903895,1,0,0
ENSG00000239789,0.26794599999999996,44.23042783596662,0,1,0
ENSG00000146733,0.7008620555555555,62.753227104697125,1,0,0
ENSG00000075618,0.5476117592592592,88.56048964481543,0,0,1
ENSG00000185177,0.12438519999999997,37.86064030131826,1,0,0
ENSG00000122543,1.2824013333333333,57.27272727272727,1,0,0
ENSG00000122674,5.020407375,56.15614435097099,1,0,0
ENSG00000106305,1.0111738000000001,69.12839498323848,0,1,0
ENSG00000106346,0.11182844594594595,43.80875769969791,0,1,0
ENSG00000178397,0.617221843373494,49.184701638830084,1,0,0
ENSG00000197123,2.152132866666667,36.407766990291265,1,0,0
ENSG00000234444,0.3509926666666666,46.4797507788162,1,0,0
ENSG00000173041,0.07839730000000002,41.572504708097924,1,0,0
ENSG00000196247,0.1709663548387097,30.683014463485662,1,0,0
ENSG00000197008,0.15369336,43.16475496477015,1,0,0
ENSG00000198039,0.16485628169014085,38.177533385703065,0,1,0
ENSG00000152926,0.14835389189189188,29.05690426997245,0,1,0
ENSG00000164535,0.38062232914572863,67.45084430913705,0,1,0
ENSG00000146757,0.06775217142857141,31.3017455174581,0,1,0
ENSG00000136240,0.34843451396648045,66.2154654698151,1,0,0
ENSG00000196715,0.05422566666666666,67.6319944160296,0,1,0
ENSG00000169919,0.12362639999999997,78.28327863706492,0,1,0
ENSG00000126522,0.2332863,77.83820340643348,0,0,1
ENSG00000243335,0.1447123503649635,68.734986707999,0,1,0
ENSG00000154710,0.1871222340425532,56.499226258442306,0,1,0
ENSG00000136247,0.21255360975609755,58.2044042913608,0,1,0
ENSG00000106609,0.06657665625,68.13817189447178,1,0,0
ENSG00000169402,1.8338342971530246,50.2483097734243,0,0,1
ENSG00000146574,2.0437977181628395,57.690594124276025,1,0,0
ENSG00000158321,1.3032966151685392,61.528531176207444,1,0,0
ENSG00000185274,1.3393309844497607,67.57771180736762,0,0,1
ENSG00000155428,0.159117,87.62470119521912,1,0,0
ENSG00000130305,0.4878209999999999,67.10517800287478,0,1,0
ENSG00000146755,0.3848046000000001,87.90983606557377,0,0,1
ENSG00000077800,0.11823677419354839,61.29134977773593,0,1,0
ENSG00000009954,0.3317971250000001,49.39353099730458,0,0,1
ENSG00000106635,0.39291288888888903,68.4716173453566,0,0,1
ENSG00000106638,0.649959125,76.38831081122073,0,1,0
ENSG00000009950,0.5472434761904761,77.476072455013,0,0,1
ENSG00000071462,0.6492874285714286,60.82283093771363,0,1,0
ENSG00000106089,5.406457695652175,79.16782042136705,0,1,0
ENSG00000106077,1.2363442000000002,76.57949033649979,1,0,0
ENSG00000189143,0.39713673913043496,86.66666666666667,1,0,0
ENSG00000049540,3.6030682571428563,43.08050049021961,0,1,0
ENSG00000106683,2.549728631578947,79.74646082803409,0,1,0
ENSG00000106682,4.759153733333333,50.02630609775346,0,1,0
ENSG00000086730,3.0266376470588234,69.09882275880014,0,0,1
ENSG00000049541,0.6392749090909091,63.90766217476107,1,0,0
ENSG00000106665,0.9437715394736843,81.67152341385962,0,1,0
ENSG00000006704,1.440977112,74.9060886654957,0,0,1
ENSG00000158517,0.4200753333333334,75.41203498204177,0,1,0
ENSG00000196275,1.8939084545454534,53.01107991745911,1,0,0
ENSG00000174428,0.26834220000000003,52.6157117196206,1,0,0
ENSG00000127946,2.2991320205128205,66.70938343150038,0,0,1
ENSG00000006606,0.7675041052631579,61.05263157894737,0,1,0
ENSG00000106178,7.619694159999999,75.0,1,0,0
ENSG00000005486,1.5828344615384613,77.49082681017613,0,1,0
ENSG00000127948,2.6604768676470583,75.76620925141793,0,1,0
ENSG00000189077,0.16330519999999998,74.38585293710196,0,1,0
ENSG00000127952,0.16258914285714285,56.485779938376254,0,1,0
ENSG00000146701,0.08842034482758619,71.96236664786406,0,1,0
ENSG00000106211,0.425281,80.97441698842403,1,0,0
ENSG00000188372,0.7033052777777778,65.68474301890319,1,0,0
ENSG00000164654,0.7823917708333332,26.06198715168831,1,0,0
ENSG00000091073,0.0674576,80.3502491900602,0,1,0
ENSG00000243566,0.9926261303116147,75.70869152480152,0,1,0
ENSG00000146707,0.19957327272727277,52.69302156059924,1,0,0
ENSG00000135205,1.61373994984326,41.05771597341865,1,0,0
ENSG00000106399,0.9733456621004566,40.228125617222986,0,1,0
ENSG00000127951,0.734839,45.96942880128721,1,0,0
ENSG00000186088,0.9101671677419354,46.65408443911087,0,1,0
ENSG00000127947,0.16029301149425287,37.07772735056711,0,1,0
ENSG00000187257,0.10904291666666667,34.779047465610425,1,0,0
ENSG00000006576,0.4289639007633588,33.5221757527771,0,1,0
ENSG00000187391,2.6208686241657886,52.601026394150935,1,0,0
ENSG00000127955,0.7218205248226952,52.47083042892963,1,0,0
ENSG00000135218,1.4416227652892564,39.00191998921887,1,0,0
ENSG00000075223,2.680867390350877,43.39776855215361,1,0,0
ENSG00000186472,2.1403952773613195,35.16604199067114,0,1,0
ENSG00000153993,1.1164472035928144,40.22025184087839,0,1,0
ENSG00000135164,0.08524948780487805,35.9403587130417,1,0,0
ENSG00000135185,0.1023253,49.57107843137255,0,1,0
ENSG00000075303,5.18206972972973,31.892500325197112,1,0,0
ENSG00000075142,1.7802190588235296,44.70667952032206,1,0,0
ENSG00000127954,0.5671104705882354,43.24856213152744,0,0,1
ENSG00000157214,0.5849224744027303,36.4494168558623,0,1,0
ENSG00000105792,0.6576169458333334,33.58500209217374,1,0,0
ENSG00000105793,0.29996521559633027,32.799177014638964,1,0,0
ENSG00000127989,0.8706647405063291,38.09235068768641,1,0,0
ENSG00000127914,1.141968362962963,31.60634964182382,1,0,0
ENSG00000001630,0.5561807000000001,35.79743229850208,0,1,0
ENSG00000240720,0.4556251428571429,28.2450164322839,1,0,0
ENSG00000001631,0.101352875,27.380244774001575,0,1,0
ENSG00000242950,3.1959226666666662,42.30055658627087,0,0,1
ENSG00000127980,0.12443342553191487,35.03602399661827,1,0,0
ENSG00000127993,0.27916625000000006,31.422784486877443,0,1,0
ENSG00000234545,1.1445218,37.12001574521551,1,0,0
ENSG00000205413,0.7515444090909089,32.95460227356285,1,0,0
ENSG00000177409,1.3438862500000002,36.187466378112376,1,0,0
ENSG00000004766,0.5648179999999999,38.83720271090124,1,0,0
ENSG00000105825,0.110839625,55.3416932462132,1,0,0
ENSG00000105829,0.7648964772727271,32.388745242666154,1,0,0
ENSG00000164692,1.5406971095890414,32.43047126002503,1,0,0
ENSG00000127995,0.05870714893617022,55.83928885759549,0,1,0
ENSG00000242265,0.5068016000000002,63.11699004195524,1,0,0
ENSG00000005421,1.749699230769231,42.72183808700663,1,0,0
ENSG00000005981,0.9293584336283185,60.35128805620609,1,0,0
ENSG00000105880,1.0049016666666668,67.63649425287356,0,1,0
ENSG00000196636,0.5488507073170732,55.03795721187026,0,1,0
ENSG00000006128,0.28368011111111113,48.29093008440835,1,0,0
ENSG00000070669,1.276800292682927,42.25302485319941,0,0,1
ENSG00000205356,0.968676,81.70658752195973,0,1,0
ENSG00000164713,0.17154376595744678,79.69276094276094,1,0,0
ENSG00000166448,2.5713687857142866,79.12434398841006,0,1,0
ENSG00000198742,1.0562062162162158,61.483520048445,0,1,0
ENSG00000106244,5.208825083333333,63.2967032967033,0,1,0
ENSG00000106245,0.39460511111111113,54.781690632416584,0,1,0
ENSG00000106246,0.28833655555555554,76.7852143049867,0,1,0
ENSG00000248919,0.28105920833333337,66.07272727272726,0,1,0
ENSG00000160917,0.08258633333333329,69.85639542380318,0,1,0
ENSG00000241468,0.06914111111111111,67.00489263676727,0,1,0
ENSG00000198556,0.17459764285714285,67.99312241987643,0,1,0
ENSG00000160908,0.2755882,63.481285796418,1,0,0
