Protein_id,Gene_id,PxAbundance,GC,TAA,TGA,TAG
ENSCAFP00000022025,ENSCAFG00000014955,94.8,39.23076923076923,0,0,1
ENSCAFP00000012251,ENSCAFG00000008336,177,43.93939393939394,0,1,0
ENSCAFP00000042956,ENSCAFG00000009708,415,46.436285097192226,0,1,0
ENSCAFP00000028823,ENSCAFG00000019492,59.6,81.41565588537377,0,1,0
ENSCAFP00000001888,ENSCAFG00000001317,135,81.14413741111369,0,1,0
ENSCAFP00000001519,ENSCAFG00000001084,425,89.0,0,0,1
ENSCAFP00000000997,ENSCAFG00000000698,20.2,89.62264150943396,0,0,1
ENSCAFP00000026072,ENSCAFG00000017676,89.9,63.701298701298704,1,0,0
ENSCAFP00000023209,ENSCAFG00000015767,185,62.72607840795712,1,0,0
ENSCAFP00000024135,ENSCAFG00000016398,15.7,79.5,0,1,0
ENSCAFP00000011181,ENSCAFG00000007525,60.4,35.73262439541509,0,1,0
ENSCAFP00000041529,ENSCAFG00000009354,3.7,78.4466482863607,1,0,0
ENSCAFP00000010337,ENSCAFG00000006952,63.5,71.73913043478261,0,1,0
ENSCAFP00000004593,ENSCAFG00000003083,652,39.81481481481481,1,0,0
ENSCAFP00000019222,ENSCAFG00000013033,46.5,59.38033276450512,0,0,1
ENSCAFP00000040253,ENSCAFG00000031902,177,68.15068493150685,0,1,0
ENSCAFP00000038026,ENSCAFG00000032615,68.1,85.55214742499453,1,0,0
ENSCAFP00000027327,ENSCAFG00000018510,124,47.32870197886757,0,0,1
ENSCAFP00000025828,ENSCAFG00000017522,107,64.41644491892265,0,1,0
ENSCAFP00000036323,ENSCAFG00000011796,6.36,49.333722800110664,0,1,0
ENSCAFP00000011849,ENSCAFG00000007987,141,44.95677233429395,0,1,0
ENSCAFP00000019760,ENSCAFG00000013411,2345,69.52054794520548,0,1,0
ENSCAFP00000039512,ENSCAFG00000044342,1.14,57.82747603833866,0,1,0
ENSCAFP00000000043,ENSCAFG00000000028,31.7,54.52207563189864,0,1,0
ENSCAFP00000029035,ENSCAFG00000019631,7.16,45.67395974827958,0,1,0
ENSCAFP00000001313,ENSCAFG00000000923,5.52,44.9214569061271,1,0,0
ENSCAFP00000017601,ENSCAFG00000011960,21.6,79.133015397298,1,0,0
ENSCAFP00000038608,ENSCAFG00000003037,0.08,58.89924688720571,1,0,0
ENSCAFP00000014673,ENSCAFG00000009931,13.1,72.99152295197432,0,1,0
ENSCAFP00000021146,ENSCAFG00000014322,286,74.33042546678911,0,1,0
ENSCAFP00000016119,ENSCAFG00000010919,29.9,42.02037437973734,1,0,0
ENSCAFP00000021114,ENSCAFG00000014303,71.3,42.49578414839797,0,1,0
ENSCAFP00000017397,ENSCAFG00000011821,775,76.75699436313803,0,1,0
ENSCAFP00000034360,ENSCAFG00000024964,219,43.93939393939394,0,0,1
ENSCAFP00000017802,ENSCAFG00000012080,9.57,46.44000087740901,0,0,1
ENSCAFP00000007805,ENSCAFG00000005223,398,55.96456006635971,0,0,1
ENSCAFP00000006249,ENSCAFG00000004204,985,43.08755760368663,0,1,0
ENSCAFP00000038941,ENSCAFG00000005721,121,43.69747899159664,1,0,0
ENSCAFP00000023597,ENSCAFG00000016020,9482,71.15254971102893,0,1,0
ENSCAFP00000000516,ENSCAFG00000000360,17.4,66.41944535251172,0,1,0
ENSCAFP00000035643,ENSCAFG00000012222,301,46.103896103896105,0,1,0
ENSCAFP00000022397,ENSCAFG00000015182,7.05,56.883828570180995,0,1,0
ENSCAFP00000020163,ENSCAFG00000013691,55.5,34.765625,0,0,1
ENSCAFP00000005151,ENSCAFG00000003440,43.8,53.90091612167828,0,1,0
ENSCAFP00000042905,ENSCAFG00000011407,34.6,36.6583101825166,0,1,0
ENSCAFP00000034493,ENSCAFG00000000530,87.9,35.0,0,0,1
ENSCAFP00000000041,ENSCAFG00000000026,188,60.73613053613054,1,0,0
ENSCAFP00000000236,ENSCAFG00000000158,48.3,39.03616548776302,1,0,0
ENSCAFP00000028415,ENSCAFG00000019259,69.2,64.0,0,1,0
ENSCAFP00000025654,ENSCAFG00000017405,0.013,74.5125348189415,0,1,0
ENSCAFP00000012748,ENSCAFG00000025202,3875,58.81180304280666,1,0,0
ENSCAFP00000024085,ENSCAFG00000016355,282,70.43106917676519,0,1,0
ENSCAFP00000029133,ENSCAFG00000019688,0.014,62.900686636276305,1,0,0
ENSCAFP00000005065,ENSCAFG00000003403,715,75.21840273855965,1,0,0
ENSCAFP00000012214,ENSCAFG00000008245,14.9,38.77344725457154,0,1,0
ENSCAFP00000036385,ENSCAFG00000011757,55.8,62.381962828145184,0,1,0
ENSCAFP00000028579,ENSCAFG00000019346,20.8,42.079572872100265,0,1,0
ENSCAFP00000042216,ENSCAFG00000009916,52.1,48.4573696038955,1,0,0
ENSCAFP00000020009,ENSCAFG00000013599,56.5,42.10526315789474,1,0,0
ENSCAFP00000006642,ENSCAFG00000004446,318,76.76618798542158,0,1,0
ENSCAFP00000024445,ENSCAFG00000016607,540,62.12331402799458,1,0,0
ENSCAFP00000014895,ENSCAFG00000010131,47.1,57.96596344297751,1,0,0
ENSCAFP00000004803,ENSCAFG00000003224,32.6,49.330783938814534,0,0,1
ENSCAFP00000042322,ENSCAFG00000009242,7.67,41.309944101206234,1,0,0
ENSCAFP00000025009,ENSCAFG00000016984,0.011,70.35756870315694,0,0,1
ENSCAFP00000021253,ENSCAFG00000014355,169,36.66090764467404,1,0,0
ENSCAFP00000038069,ENSCAFG00000031992,145,35.678391959798994,1,0,0
ENSCAFP00000038111,ENSCAFG00000020009,59.9,64.67391304347827,0,1,0
ENSCAFP00000003559,ENSCAFG00000002439,18.0,49.323539192863706,0,0,1
ENSCAFP00000040852,ENSCAFG00000015040,0.012,54.44862682424191,0,0,1
ENSCAFP00000012269,ENSCAFG00000008351,21.2,54.794520547945204,0,0,1
ENSCAFP00000000331,ENSCAFG00000000228,554,75.0,0,0,1
ENSCAFP00000011885,ENSCAFG00000008033,15.4,39.5,0,0,1
ENSCAFP00000037621,ENSCAFG00000001358,8.33,33.72822730684509,1,0,0
ENSCAFP00000008079,ENSCAFG00000005412,1152,58.59872611464968,0,1,0
ENSCAFP00000026682,ENSCAFG00000018055,13.9,81.8840579710145,0,0,1
ENSCAFP00000028515,ENSCAFG00000019309,25.9,80.3921568627451,0,1,0
ENSCAFP00000037212,ENSCAFG00000007002,66.2,42.121212121212125,0,1,0
ENSCAFP00000037003,ENSCAFG00000032452,0.328,52.59540734272125,0,1,0
ENSCAFP00000001092,ENSCAFG00000000766,24.1,71.29032258064517,0,1,0
ENSCAFP00000040748,ENSCAFG00000030126,4.96,81.21827411167513,1,0,0
ENSCAFP00000005899,ENSCAFG00000003967,2738,70.00150635710337,1,0,0
ENSCAFP00000015374,ENSCAFG00000010466,18.4,57.43307086614173,0,1,0
ENSCAFP00000021810,ENSCAFG00000014736,48.2,59.37306547551088,0,1,0
ENSCAFP00000007532,ENSCAFG00000005051,0.031,79.01190057374367,0,1,0
ENSCAFP00000039494,ENSCAFG00000024514,262,43.37899543378995,1,0,0
ENSCAFP00000039406,ENSCAFG00000010666,432,69.29133858267717,0,1,0
ENSCAFP00000027857,ENSCAFG00000018885,147,61.3289089582193,0,0,1
ENSCAFP00000041206,ENSCAFG00000002103,412,68.9419795221843,1,0,0
ENSCAFP00000013874,ENSCAFG00000009426,0.029,64.72303206997084,1,0,0
ENSCAFP00000012933,ENSCAFG00000008738,42.4,38.87578757337733,0,0,1
ENSCAFP00000022366,ENSCAFG00000015162,145,37.60912896975784,0,1,0
ENSCAFP00000018533,ENSCAFG00000012565,157,62.16931216931217,0,1,0
ENSCAFP00000015258,ENSCAFG00000010366,66.1,54.30379746835443,0,0,1
ENSCAFP00000039147,ENSCAFG00000012702,0.032,71.77125466060788,0,1,0
ENSCAFP00000024800,ENSCAFG00000016862,507,49.90366088631985,0,0,1
ENSCAFP00000020227,ENSCAFG00000013717,24.3,33.88116441355952,1,0,0
ENSCAFP00000040759,ENSCAFG00000030661,48.5,45.34197404087221,0,1,0
ENSCAFP00000003865,ENSCAFG00000002653,66.3,40.31024174375632,1,0,0
ENSCAFP00000018943,ENSCAFG00000012869,93.0,72.3076923076923,0,1,0
ENSCAFP00000027708,ENSCAFG00000018784,141,57.46837714183188,1,0,0
ENSCAFP00000006911,ENSCAFG00000004628,18.5,47.98728484276888,0,1,0
ENSCAFP00000023966,ENSCAFG00000016267,152,71.40186915887851,0,1,0
ENSCAFP00000035754,ENSCAFG00000007197,53.7,43.42697760544696,0,0,1
ENSCAFP00000028414,ENSCAFG00000019258,30.4,82.70282780676654,0,1,0
ENSCAFP00000016060,ENSCAFG00000010911,0.236,75.75194394599674,1,0,0
ENSCAFP00000015095,ENSCAFG00000010280,7.35,36.88237162549613,0,1,0
ENSCAFP00000021649,ENSCAFG00000014670,54.5,60.39180486056159,1,0,0
ENSCAFP00000019997,ENSCAFG00000013579,47.6,63.872832369942195,0,1,0
ENSCAFP00000009842,ENSCAFG00000006555,5.56,41.1831352786493,1,0,0
ENSCAFP00000002516,ENSCAFG00000001728,69.6,57.976653696498055,1,0,0
ENSCAFP00000009943,ENSCAFG00000006612,172,44.63803757498447,0,1,0
ENSCAFP00000012623,ENSCAFG00000008609,0.222,34.73570066665128,0,1,0
ENSCAFP00000009667,ENSCAFG00000006453,341,57.5,1,0,0
ENSCAFP00000008041,ENSCAFG00000005390,46.8,43.94942943353237,0,1,0
ENSCAFP00000008784,ENSCAFG00000005872,947,79.86762697678516,0,1,0
ENSCAFP00000025934,ENSCAFG00000017575,151,63.50515463917526,1,0,0
ENSCAFP00000017107,ENSCAFG00000011646,0.06,64.40374939340535,1,0,0
ENSCAFP00000037218,ENSCAFG00000012879,490,76.47058823529412,0,0,1
ENSCAFP00000021342,ENSCAFG00000014465,0.05,85.82278481012658,0,0,1
ENSCAFP00000022286,ENSCAFG00000015118,7.66,72.95861192112612,0,1,0
ENSCAFP00000043166,ENSCAFG00000031891,34.9,57.93650793650794,1,0,0
ENSCAFP00000025091,ENSCAFG00000017041,18.4,52.64808570038739,1,0,0
ENSCAFP00000015519,ENSCAFG00000010536,28.1,54.99114559508901,1,0,0
ENSCAFP00000019537,ENSCAFG00000013262,120,55.056179775280896,0,0,1
ENSCAFP00000004759,ENSCAFG00000003194,26.8,42.82929864325213,0,1,0
ENSCAFP00000031897,ENSCAFG00000000509,305,63.63636363636363,0,0,1
ENSCAFP00000019476,ENSCAFG00000013205,321,39.62411902897416,1,0,0
ENSCAFP00000037638,ENSCAFG00000009122,20.8,72.71565211974257,0,0,1
ENSCAFP00000027917,ENSCAFG00000018925,0.011,81.01318894167541,0,0,1
ENSCAFP00000040194,ENSCAFG00000010850,506,57.718120805369125,0,1,0
ENSCAFP00000042247,ENSCAFG00000020055,11.8,32.58426966292135,1,0,0
ENSCAFP00000028380,ENSCAFG00000024189,173,67.37887828162292,1,0,0
ENSCAFP00000009582,ENSCAFG00000006406,173,51.106333858122674,0,0,1
ENSCAFP00000027733,ENSCAFG00000018797,388,38.19875776397515,0,1,0
ENSCAFP00000022841,ENSCAFG00000015523,33.9,65.82619863013699,0,1,0
ENSCAFP00000040398,ENSCAFG00000029052,36.3,67.96116504854369,1,0,0
ENSCAFP00000011086,ENSCAFG00000007469,70.1,35.930735930735935,0,1,0
ENSCAFP00000020590,ENSCAFG00000013973,640,78.35147217212784,0,1,0
ENSCAFP00000016506,ENSCAFG00000011216,1141,64.03826098164558,0,1,0
ENSCAFP00000020887,ENSCAFG00000014162,0.01,73.13112734790363,0,1,0
ENSCAFP00000042332,ENSCAFG00000011726,22.0,53.9568345323741,1,0,0
ENSCAFP00000008241,ENSCAFG00000005511,9.6,63.80297303383988,0,1,0
ENSCAFP00000012171,ENSCAFG00000008256,281,48.60652699050489,0,0,1
ENSCAFP00000001879,ENSCAFG00000001308,8.04,58.88653754489897,0,1,0
ENSCAFP00000012401,ENSCAFG00000008418,18.2,37.200290740144936,1,0,0
ENSCAFP00000019238,ENSCAFG00000013004,11.4,71.81140811935087,0,0,1
ENSCAFP00000005789,ENSCAFG00000003885,80.4,43.624161073825505,0,0,1
ENSCAFP00000005148,ENSCAFG00000003442,24.7,78.38345864661655,0,0,1
ENSCAFP00000016469,ENSCAFG00000011167,32.5,40.80927529527416,1,0,0
ENSCAFP00000007993,ENSCAFG00000005348,40.0,83.2089552238806,0,1,0
ENSCAFP00000017131,ENSCAFG00000011663,15.5,64.67391304347827,1,0,0
ENSCAFP00000027649,ENSCAFG00000018741,200,42.94871794871795,0,0,1
ENSCAFP00000017265,ENSCAFG00000011514,48.7,41.16298110664082,0,0,1
ENSCAFP00000009983,ENSCAFG00000006713,21.9,69.82047036795423,0,1,0
ENSCAFP00000033563,ENSCAFG00000024573,1462,75.0,0,1,0
ENSCAFP00000030067,ENSCAFG00000020263,0.015,73.031176136437,0,1,0
ENSCAFP00000006928,ENSCAFG00000004647,37.7,72.14611872146119,0,0,1
ENSCAFP00000016217,ENSCAFG00000010994,60.0,45.60810395046067,1,0,0
ENSCAFP00000039150,ENSCAFG00000017263,11.6,35.49416941938213,1,0,0
ENSCAFP00000041885,ENSCAFG00000020370,0.009,67.7508679796392,0,1,0
ENSCAFP00000022932,ENSCAFG00000015559,15.0,50.86671075398791,0,1,0
ENSCAFP00000009756,ENSCAFG00000011428,7.16,39.15293883441994,1,0,0
ENSCAFP00000029838,ENSCAFG00000020131,351,84.1823056300268,0,0,1
ENSCAFP00000023182,ENSCAFG00000015762,13.1,82.98677358208913,0,1,0
ENSCAFP00000003757,ENSCAFG00000002585,2341,74.66182424386758,0,0,1
ENSCAFP00000017952,ENSCAFG00000012178,0.044,76.58534941707663,0,1,0
ENSCAFP00000036179,ENSCAFG00000010598,6.74,41.938129617607515,0,1,0
ENSCAFP00000040878,ENSCAFG00000008449,47.4,36.97682610487227,0,0,1
ENSCAFP00000038089,ENSCAFG00000002084,261,65.06849315068493,0,1,0
ENSCAFP00000022679,ENSCAFG00000015402,12.6,39.065894276987066,1,0,0
ENSCAFP00000041592,ENSCAFG00000018740,609,68.55345911949685,0,1,0
ENSCAFP00000042302,ENSCAFG00000032525,132,50.794558469022235,0,1,0
ENSCAFP00000027443,ENSCAFG00000018590,0.014,72.6629050934158,0,1,0
ENSCAFP00000001937,ENSCAFG00000001350,176,64.53043086376904,0,1,0
ENSCAFP00000000123,ENSCAFG00000000087,471,60.14682539682539,0,1,0
ENSCAFP00000030830,ENSCAFG00000013232,1563,63.79774834812693,1,0,0
ENSCAFP00000019990,ENSCAFG00000013574,5.29,47.2913616398243,1,0,0
ENSCAFP00000007113,ENSCAFG00000004769,29.8,50.37474604102307,1,0,0
ENSCAFP00000038945,ENSCAFG00000004776,38.6,68.31678511372083,1,0,0
ENSCAFP00000042605,ENSCAFG00000018733,1359,43.833898305084745,0,0,1
ENSCAFP00000016451,ENSCAFG00000011170,67.8,60.054094667933825,0,1,0
ENSCAFP00000043066,ENSCAFG00000045292,7.47,47.0,0,1,0
ENSCAFP00000022567,ENSCAFG00000015309,257,80.18018018018019,0,1,0
ENSCAFP00000016653,ENSCAFG00000011301,86.1,53.2894380212649,0,1,0
ENSCAFP00000018470,ENSCAFG00000012550,0.039,94.23558897243107,0,1,0
ENSCAFP00000008059,ENSCAFG00000005404,2.16,78.59495330772837,0,1,0
ENSCAFP00000042293,ENSCAFG00000018225,14.1,45.604395604395606,1,0,0
ENSCAFP00000008442,ENSCAFG00000005652,527,68.25127334465195,1,0,0
ENSCAFP00000036862,ENSCAFG00000030205,17.8,73.61378006446813,1,0,0
ENSCAFP00000002749,ENSCAFG00000001872,263,59.94888699090771,0,1,0
ENSCAFP00000026134,ENSCAFG00000017713,16.0,57.129441859405816,0,0,1
ENSCAFP00000040899,ENSCAFG00000002664,9.84,39.84122289912791,0,0,1
ENSCAFP00000015326,ENSCAFG00000010424,32.8,78.36134453781513,0,1,0
ENSCAFP00000008817,ENSCAFG00000005889,132,76.5625,0,1,0
ENSCAFP00000011771,ENSCAFG00000007950,4.1,59.56538610787738,1,0,0
ENSCAFP00000011609,ENSCAFG00000007852,43.9,31.422018348623855,0,1,0
ENSCAFP00000012048,ENSCAFG00000008185,45.4,41.82945406834949,1,0,0
ENSCAFP00000013732,ENSCAFG00000009322,80.6,67.58225381176202,0,0,1
ENSCAFP00000036931,ENSCAFG00000010760,194,71.54471544715447,0,1,0
ENSCAFP00000023810,ENSCAFG00000016152,280,54.848592083830816,0,1,0
ENSCAFP00000014437,ENSCAFG00000009824,34.5,82.31643263750931,0,1,0
ENSCAFP00000025956,ENSCAFG00000017599,0.551,38.45955827056795,0,1,0
ENSCAFP00000030525,ENSCAFG00000014749,20.6,37.11059831094527,0,0,1
ENSCAFP00000002634,ENSCAFG00000001807,14.4,40.8207343412527,0,1,0
ENSCAFP00000003651,ENSCAFG00000002500,253,78.58910891089108,0,1,0
ENSCAFP00000031811,ENSCAFG00000023617,566,70.73170731707317,1,0,0
ENSCAFP00000028603,ENSCAFG00000019363,124,52.38095238095238,0,1,0
ENSCAFP00000017171,ENSCAFG00000011682,0.014,41.712600269031924,1,0,0
ENSCAFP00000003226,ENSCAFG00000002215,90.3,56.25152625152625,0,1,0
ENSCAFP00000015064,ENSCAFG00000010263,3.89,74.57362210702395,0,0,1
ENSCAFP00000000900,ENSCAFG00000000639,243,57.25075528700906,1,0,0
ENSCAFP00000036244,ENSCAFG00000003668,259,46.420824295010846,0,1,0
ENSCAFP00000029683,ENSCAFG00000020034,19.2,67.30310262529832,1,0,0
ENSCAFP00000008667,ENSCAFG00000005799,36.5,52.36482975915389,0,1,0
ENSCAFP00000011937,ENSCAFG00000008099,13.5,44.34306569343066,0,1,0
ENSCAFP00000021476,ENSCAFG00000014572,55.3,72.58030871923238,0,0,1
ENSCAFP00000029861,ENSCAFG00000020140,57.7,82.5841190401716,0,1,0
ENSCAFP00000042003,ENSCAFG00000031097,17.0,52.788844621513945,0,0,1
ENSCAFP00000020865,ENSCAFG00000014158,1.87,50.3338898163606,0,1,0
ENSCAFP00000003890,ENSCAFG00000002667,186,45.689655172413794,0,1,0
ENSCAFP00000010364,ENSCAFG00000006964,56.3,42.984189084692055,0,1,0
ENSCAFP00000040052,ENSCAFG00000012254,0.336,81.43564356435644,0,1,0
ENSCAFP00000025789,ENSCAFG00000017510,380,50.11337868480726,0,0,1
ENSCAFP00000040718,ENSCAFG00000001608,125,49.382716049382715,1,0,0
ENSCAFP00000021363,ENSCAFG00000014481,228,73.57004039624962,1,0,0
ENSCAFP00000037640,ENSCAFG00000017806,227,58.92857142857143,1,0,0
ENSCAFP00000026855,ENSCAFG00000018176,111,38.33973475062497,0,1,0
ENSCAFP00000023417,ENSCAFG00000015918,22.5,76.77878939695535,0,0,1
ENSCAFP00000014677,ENSCAFG00000009972,0.011,86.06465997770346,0,1,0
ENSCAFP00000011488,ENSCAFG00000007751,13.3,39.085775714403844,0,1,0
ENSCAFP00000025244,ENSCAFG00000017138,137,66.40441202480187,1,0,0
ENSCAFP00000027568,ENSCAFG00000018686,203,36.0,1,0,0
ENSCAFP00000012977,ENSCAFG00000008827,5.16,34.97131768164885,0,1,0
ENSCAFP00000016124,ENSCAFG00000019812,249,74.09741651806284,0,0,1
ENSCAFP00000017399,ENSCAFG00000011820,17.2,48.538011695906434,0,1,0
ENSCAFP00000003183,ENSCAFG00000002175,29.0,36.3297665871198,1,0,0
ENSCAFP00000016802,ENSCAFG00000011427,11.3,54.54242048698204,0,0,1
ENSCAFP00000006867,ENSCAFG00000004599,83.5,83.02550781034387,0,1,0
ENSCAFP00000023467,ENSCAFG00000015949,11.0,74.61183078177372,0,1,0
ENSCAFP00000001514,ENSCAFG00000001076,1305,69.47164657789504,0,0,1
ENSCAFP00000041693,ENSCAFG00000008977,10.2,65.39428660687494,1,0,0
ENSCAFP00000009752,ENSCAFG00000006510,105,37.83098386902341,1,0,0
ENSCAFP00000005832,ENSCAFG00000003918,81.7,40.47510579650696,0,1,0
ENSCAFP00000024309,ENSCAFG00000016531,0.009,65.46521006354409,0,0,1
ENSCAFP00000002827,ENSCAFG00000001916,12.7,48.38457112007828,0,1,0
ENSCAFP00000020724,ENSCAFG00000014046,5.3,55.021060242288044,0,1,0
ENSCAFP00000039925,ENSCAFG00000012839,1301,53.74149659863946,1,0,0
ENSCAFP00000029793,ENSCAFG00000020104,66.8,54.816344423328246,0,0,1
ENSCAFP00000022850,ENSCAFG00000015542,1146,80.58608058608058,0,0,1
ENSCAFP00000022224,ENSCAFG00000015077,1133,71.55688622754491,1,0,0
ENSCAFP00000004588,ENSCAFG00000003081,97.7,66.92622188601696,0,1,0
ENSCAFP00000027814,ENSCAFG00000023117,0.021,50.334929344257866,1,0,0
ENSCAFP00000038838,ENSCAFG00000003340,5.0,73.70455399691939,0,1,0
ENSCAFP00000040983,ENSCAFG00000030635,174,59.863945578231295,1,0,0
ENSCAFP00000000037,ENSCAFG00000023363,59.4,66.66666666666667,0,0,1
ENSCAFP00000042200,ENSCAFG00000002766,77.7,46.31773399014779,1,0,0
ENSCAFP00000025076,ENSCAFG00000017017,6.85,65.0078934271253,0,1,0
