Protein_id,Gene_id,PxAbundance,GC,TAA,TGA,TAG
ENSBTAP00000011826,ENSBTAG00000008987,0.27,44.506517690875235,1,0,0
ENSBTAP00000009171,ENSBTAG00000006977,3.35,58.66437284954645,0,1,0
ENSBTAP00000005018,ENSBTAG00000003849,1.05,53.47885402455662,1,0,0
ENSBTAP00000001802,ENSBTAG00000001368,13.6,86.33093525179856,0,0,1
ENSBTAP00000052646,ENSBTAG00000039341,0.031,47.578347578347575,1,0,0
ENSBTAP00000029227,ENSBTAG00000021922,0.002,57.44186046511628,0,0,1
ENSBTAP00000001758,ENSBTAG00000001335,0.593,43.890658564808824,0,0,1
ENSBTAP00000038122,ENSBTAG00000020696,0.028,53.18644459865834,0,1,0
ENSBTAP00000004476,ENSBTAG00000003445,4.84,68.06083650190114,1,0,0
ENSBTAP00000048547,ENSBTAG00000014232,0.131,96.28537735849058,0,1,0
ENSBTAP00000017332,ENSBTAG00000013038,178,60.96774193548387,1,0,0
ENSBTAP00000006490,ENSBTAG00000004933,0.045,38.82063882063882,1,0,0
ENSBTAP00000007982,ENSBTAG00000006075,167,50.84648802099015,0,1,0
ENSBTAP00000015001,ENSBTAG00000011292,0.125,84.83913875865979,0,1,0
ENSBTAP00000012490,ENSBTAG00000009493,0.003,79.78021978021978,0,1,0
ENSBTAP00000027387,ENSBTAG00000020552,0.187,59.478137287103486,0,1,0
ENSBTAP00000052392,ENSBTAG00000031256,18.0,56.074766355140184,1,0,0
ENSBTAP00000031647,ENSBTAG00000002595,0.003,34.97820124491306,0,1,0
ENSBTAP00000000437,ENSBTAG00000000332,0.006,77.57685352622062,0,1,0
ENSBTAP00000020937,ENSBTAG00000015767,1.01,58.69297163995068,0,1,0
ENSBTAP00000003434,ENSBTAG00000032899,3.96,76.14213197969544,0,0,1
ENSBTAP00000027848,ENSBTAG00000025775,0.016,72.93233082706767,0,1,0
ENSBTAP00000040347,ENSBTAG00000002539,0.118,83.53635480914367,0,0,1
ENSBTAP00000005380,ENSBTAG00000004118,0.352,61.84663307554097,0,1,0
ENSBTAP00000027919,ENSBTAG00000020963,0.389,75.1353601984738,0,1,0
ENSBTAP00000052812,ENSBTAG00000021313,0.175,46.1901963446385,0,1,0
ENSBTAP00000019854,ENSBTAG00000014912,102,77.9840848806366,0,1,0
ENSBTAP00000022616,ENSBTAG00000017007,0,74.58100558659218,0,1,0
ENSBTAP00000008322,ENSBTAG00000006343,0.251,62.593516209476306,0,0,1
ENSBTAP00000019923,ENSBTAG00000014966,0.069,84.11706670459853,0,1,0
ENSBTAP00000015024,ENSBTAG00000011312,0.422,95.40229885057471,0,1,0
ENSBTAP00000007466,ENSBTAG00000005682,0.077,60.62979301818268,0,1,0
ENSBTAP00000042902,ENSBTAG00000032092,7.93,60.2258469259724,1,0,0
ENSBTAP00000033407,ENSBTAG00000003495,0.225,41.493537325244006,0,1,0
ENSBTAP00000026501,ENSBTAG00000019891,13.5,83.09178743961353,0,0,1
ENSBTAP00000017936,ENSBTAG00000000229,1.76,72.32730722017632,1,0,0
ENSBTAP00000024051,ENSBTAG00000018065,6.46,60.113421550094515,0,0,1
ENSBTAP00000013650,ENSBTAG00000010336,148,82.54437869822485,0,0,1
ENSBTAP00000037546,ENSBTAG00000016498,0.096,47.604054116338546,1,0,0
ENSBTAP00000023992,ENSBTAG00000018022,0.074,74.73684210526316,0,0,1
ENSBTAP00000054720,ENSBTAG00000045630,0.11,56.92307692307692,1,0,0
ENSBTAP00000011361,ENSBTAG00000008611,3.16,84.90891480582202,0,1,0
ENSBTAP00000016273,ENSBTAG00000012265,1.88,79.61942591920686,0,1,0
ENSBTAP00000014941,ENSBTAG00000011247,0.161,55.46719681908549,0,1,0
ENSBTAP00000035741,ENSBTAG00000012208,8.02,76.66306730052486,0,0,1
ENSBTAP00000053863,ENSBTAG00000016442,0.026,35.49991690423533,0,1,0
ENSBTAP00000016535,ENSBTAG00000012463,0.089,53.10344827586207,0,0,1
ENSBTAP00000015441,ENSBTAG00000011626,0.186,37.35587002096436,0,1,0
ENSBTAP00000017177,ENSBTAG00000012927,637,74.26953115253137,1,0,0
ENSBTAP00000040129,ENSBTAG00000027974,87.4,75.19412724306689,0,1,0
ENSBTAP00000024009,ENSBTAG00000018036,0.41,40.90909090909091,0,1,0
ENSBTAP00000036057,ENSBTAG00000025644,596,67.03752759381898,0,1,0
ENSBTAP00000053811,ENSBTAG00000013339,0.039,42.39227229339944,1,0,0
ENSBTAP00000014368,ENSBTAG00000040390,0.118,59.56245767716273,0,1,0
ENSBTAP00000051689,ENSBTAG00000001877,84.2,23.45239750062482,1,0,0
ENSBTAP00000037042,ENSBTAG00000026236,368,76.33333333333333,0,0,1
ENSBTAP00000033941,ENSBTAG00000024496,0.033,74.16078285643503,1,0,0
ENSBTAP00000019031,ENSBTAG00000014310,0.015,35.83495687770859,1,0,0
ENSBTAP00000012307,ENSBTAG00000009349,0.11,81.92307692307692,0,0,1
ENSBTAP00000011671,ENSBTAG00000008863,0.048,44.42446043165467,1,0,0
ENSBTAP00000017106,ENSBTAG00000012873,2.81,32.747078270040994,1,0,0
ENSBTAP00000035753,ENSBTAG00000025516,0.084,71.9387924913464,0,1,0
ENSBTAP00000003262,ENSBTAG00000002512,0.232,41.786962682915814,0,1,0
ENSBTAP00000013075,ENSBTAG00000009906,2.76,45.404588394062074,0,1,0
ENSBTAP00000015086,ENSBTAG00000011352,0.031,58.58625141697632,0,1,0
ENSBTAP00000001039,ENSBTAG00000000781,0.132,71.19460500963392,0,0,1
ENSBTAP00000014560,ENSBTAG00000021013,662,84.49438202247191,0,0,1
ENSBTAP00000017582,ENSBTAG00000013211,0.069,42.61363636363637,1,0,0
ENSBTAP00000006650,ENSBTAG00000005040,0.153,39.220462850182706,1,0,0
ENSBTAP00000020895,ENSBTAG00000015738,0,76.374156219865,0,1,0
ENSBTAP00000038925,ENSBTAG00000008921,1.18,30.03182223727299,0,0,1
ENSBTAP00000003035,ENSBTAG00000002352,0.131,61.750405186385734,0,1,0
ENSBTAP00000040410,ENSBTAG00000030302,30.4,81.87919463087249,0,1,0
ENSBTAP00000025019,ENSBTAG00000018795,0.135,29.501171732639193,1,0,0
ENSBTAP00000027471,ENSBTAG00000020614,0.043,67.65285047057995,0,1,0
ENSBTAP00000008450,ENSBTAG00000006443,0.095,81.24602079796266,1,0,0
ENSBTAP00000002690,ENSBTAG00000002081,0.198,51.57018282299708,0,1,0
ENSBTAP00000037291,ENSBTAG00000026369,0.059,72.20338983050847,1,0,0
ENSBTAP00000054912,ENSBTAG00000045497,0.562,74.24242424242425,1,0,0
ENSBTAP00000007005,ENSBTAG00000049120,0.9,51.73116089613035,1,0,0
ENSBTAP00000053854,ENSBTAG00000023843,0,64.10264953241355,1,0,0
ENSBTAP00000018202,ENSBTAG00000053766,2.7,55.049750756544476,0,1,0
ENSBTAP00000008676,ENSBTAG00000006614,0.001,77.73068970519806,0,1,0
ENSBTAP00000013399,ENSBTAG00000010155,2.06,66.66666666666667,0,1,0
ENSBTAP00000008911,ENSBTAG00000006776,0.156,83.64686044732348,0,0,1
ENSBTAP00000018457,ENSBTAG00000013899,0.028,56.256988129294896,0,1,0
ENSBTAP00000048999,ENSBTAG00000015519,3.91,37.852408166733944,1,0,0
ENSBTAP00000004876,ENSBTAG00000003745,0.253,40.87973097285202,0,1,0
ENSBTAP00000022877,ENSBTAG00000017213,3.38,51.36363636363637,0,0,1
ENSBTAP00000038377,ENSBTAG00000015604,0.372,65.68442962112643,0,1,0
ENSBTAP00000053402,ENSBTAG00000021830,7.84,44.54054054054054,0,1,0
ENSBTAP00000054114,ENSBTAG00000045756,1.22,64.44444444444444,1,0,0
ENSBTAP00000017397,ENSBTAG00000013084,3.28,79.4363933938402,1,0,0
ENSBTAP00000025810,ENSBTAG00000032259,1372,69.23076923076923,1,0,0
ENSBTAP00000006517,ENSBTAG00000004955,0.35,52.55287401063968,0,1,0
ENSBTAP00000047621,ENSBTAG00000010957,2.07,75.30576717057494,0,1,0
ENSBTAP00000013431,ENSBTAG00000010181,11.7,77.6040218700769,1,0,0
ENSBTAP00000021393,ENSBTAG00000016075,0.476,73.10029705889022,0,0,1
ENSBTAP00000002847,ENSBTAG00000002199,0.049,52.748418067951064,1,0,0
ENSBTAP00000016977,ENSBTAG00000012771,0.632,77.09844559585493,0,1,0
ENSBTAP00000020658,ENSBTAG00000015537,0.067,59.68259165510648,0,1,0
ENSBTAP00000005659,ENSBTAG00000004321,0.209,72.4533803073559,0,1,0
ENSBTAP00000004831,ENSBTAG00000003708,23.1,38.77284595300261,0,1,0
ENSBTAP00000000805,ENSBTAG00000000613,1.82,64.52599388379205,1,0,0
ENSBTAP00000019137,ENSBTAG00000014390,0.062,75.36764705882354,1,0,0
ENSBTAP00000008111,ENSBTAG00000006168,0.085,42.10526315789474,0,1,0
ENSBTAP00000002276,ENSBTAG00000001735,0.196,74.79110208063318,0,1,0
ENSBTAP00000055117,ENSBTAG00000046266,0,83.00395256916995,0,1,0
ENSBTAP00000026091,ENSBTAG00000019587,0.132,43.24324324324324,1,0,0
ENSBTAP00000010424,ENSBTAG00000007930,0.033,51.43227950471658,1,0,0
ENSBTAP00000054432,ENSBTAG00000009459,0.077,82.5748935636777,0,0,1
ENSBTAP00000003907,ENSBTAG00000003001,8.91,71.44427532555386,0,1,0
ENSBTAP00000004195,ENSBTAG00000008852,0.052,76.154385599598,0,1,0
ENSBTAP00000015882,ENSBTAG00000011970,0.459,70.77205149887557,1,0,0
ENSBTAP00000055082,ENSBTAG00000047314,25.7,65.38548470944556,0,1,0
ENSBTAP00000028074,ENSBTAG00000021079,1.9,61.303394355453854,0,1,0
ENSBTAP00000004165,ENSBTAG00000003208,10.3,60.43478260869565,1,0,0
ENSBTAP00000001988,ENSBTAG00000001517,328,78.6046511627907,0,1,0
ENSBTAP00000053819,ENSBTAG00000000986,0,75.74135590189563,0,1,0
ENSBTAP00000003773,ENSBTAG00000047317,2.7,51.075268817204304,0,1,0
ENSBTAP00000004032,ENSBTAG00000003097,0,35.79703212750623,1,0,0
ENSBTAP00000022726,ENSBTAG00000017091,0.17,68.61405419429578,0,1,0
ENSBTAP00000015861,ENSBTAG00000011951,29.4,77.91666666666667,0,1,0
ENSBTAP00000029363,ENSBTAG00000022013,9.22,50.84033613445378,0,0,1
ENSBTAP00000000533,ENSBTAG00000000415,0.04,31.08091329943418,1,0,0
ENSBTAP00000048973,ENSBTAG00000008022,3.69,74.88636363636364,1,0,0
ENSBTAP00000032150,ENSBTAG00000012881,10.8,59.073707350783955,0,1,0
ENSBTAP00000050021,ENSBTAG00000038759,0.643,94.48818897637796,0,1,0
ENSBTAP00000026694,ENSBTAG00000032021,9.25,71.4975845410628,0,1,0
ENSBTAP00000054404,ENSBTAG00000018599,0.258,62.668665667166415,0,1,0
ENSBTAP00000001298,ENSBTAG00000000981,0.002,68.5764587525151,0,1,0
ENSBTAP00000008962,ENSBTAG00000006821,67.1,50.326797385620914,1,0,0
ENSBTAP00000021039,ENSBTAG00000015835,0.145,52.47422680412371,0,1,0
ENSBTAP00000024812,ENSBTAG00000018646,15.4,47.65625,0,0,1
ENSBTAP00000010065,ENSBTAG00000007650,0.7,41.05514758053072,0,1,0
ENSBTAP00000011735,ENSBTAG00000008916,1.12,76.15629984051037,0,0,1
ENSBTAP00000009474,ENSBTAG00000007200,0.127,79.12670137937334,1,0,0
ENSBTAP00000015075,ENSBTAG00000011344,0.094,68.8135593220339,0,1,0
ENSBTAP00000026332,ENSBTAG00000019759,0.146,42.450980392156865,0,1,0
ENSBTAP00000016391,ENSBTAG00000012351,0.165,67.27019498607243,0,0,1
ENSBTAP00000026008,ENSBTAG00000019524,0.074,68.61063464837049,1,0,0
ENSBTAP00000009917,ENSBTAG00000007534,1.84,45.141065830721004,0,1,0
ENSBTAP00000008217,ENSBTAG00000006263,35.2,65.78852919228171,0,1,0
ENSBTAP00000001883,ENSBTAG00000001435,0.009,54.18502202643172,1,0,0
ENSBTAP00000037993,ENSBTAG00000026748,3.2,81.859410430839,0,1,0
ENSBTAP00000012469,ENSBTAG00000009472,0,52.49319647359619,1,0,0
ENSBTAP00000053595,ENSBTAG00000044091,0.008,84.03547671840354,0,1,0
ENSBTAP00000017688,ENSBTAG00000013301,0.073,73.00150829562594,0,0,1
ENSBTAP00000039412,ENSBTAG00000018479,1.38,84.50184501845018,0,1,0
ENSBTAP00000022355,ENSBTAG00000016804,0.054,39.936568360916795,0,1,0
ENSBTAP00000054301,ENSBTAG00000045500,0,81.41719971570717,0,1,0
ENSBTAP00000007254,ENSBTAG00000005517,69.8,38.05545509342978,1,0,0
ENSBTAP00000025846,ENSBTAG00000039995,7.39,30.194391792247504,0,1,0
ENSBTAP00000021603,ENSBTAG00000016234,0.118,77.29624838292368,0,1,0
ENSBTAP00000040793,ENSBTAG00000030587,343,79.69348659003832,0,1,0
ENSBTAP00000017607,ENSBTAG00000039813,7.75,60.49171815405582,0,1,0
ENSBTAP00000002979,ENSBTAG00000002309,0.002,73.76146788990826,0,1,0
ENSBTAP00000006924,ENSBTAG00000005261,8.45,78.24783477681545,0,1,0
ENSBTAP00000010461,ENSBTAG00000007958,0.222,72.97709046532268,0,0,1
ENSBTAP00000004480,ENSBTAG00000003450,0.274,60.4288933236507,0,1,0
ENSBTAP00000018878,ENSBTAG00000014202,2.9,73.12252964426878,0,1,0
ENSBTAP00000000123,ENSBTAG00000000115,0.097,30.537870895551183,0,1,0
ENSBTAP00000010667,ENSBTAG00000008111,0.259,72.57028973446884,0,1,0
ENSBTAP00000001250,ENSBTAG00000000944,0.259,82.58426966292134,0,0,1
ENSBTAP00000023929,ENSBTAG00000007066,0.096,65.13243903309868,0,1,0
ENSBTAP00000010108,ENSBTAG00000007685,22.1,58.67768595041322,0,1,0
ENSBTAP00000002464,ENSBTAG00000001894,0.067,34.696969696969695,0,1,0
ENSBTAP00000033412,ENSBTAG00000018942,0,35.77235772357724,0,0,1
ENSBTAP00000022524,ENSBTAG00000016933,0.053,70.13782542113323,0,1,0
ENSBTAP00000006360,ENSBTAG00000036087,0.004,44.50683643646917,1,0,0
ENSBTAP00000017322,ENSBTAG00000013030,0.219,94.57459926017263,0,1,0
ENSBTAP00000004097,ENSBTAG00000003148,0.1,60.85858585858586,0,1,0
ENSBTAP00000042747,ENSBTAG00000003408,2649,59.95850622406639,0,0,1
ENSBTAP00000020081,ENSBTAG00000015090,63.4,74.06917509479524,0,0,1
ENSBTAP00000024322,ENSBTAG00000018274,0.262,89.52380952380952,0,1,0
ENSBTAP00000015047,ENSBTAG00000011321,0.037,60.207221073628,1,0,0
ENSBTAP00000011779,ENSBTAG00000008948,0.41,62.39674754775426,0,1,0
ENSBTAP00000015642,ENSBTAG00000011783,0.183,67.03296703296704,0,1,0
ENSBTAP00000016893,ENSBTAG00000006789,0.095,83.08654356675123,0,0,1
ENSBTAP00000033028,ENSBTAG00000017469,0.367,34.310761352099,1,0,0
ENSBTAP00000038673,ENSBTAG00000027126,4.02,35.343131457569534,1,0,0
ENSBTAP00000002776,ENSBTAG00000003393,0,82.58015511517449,0,0,1
ENSBTAP00000011846,ENSBTAG00000008997,0,76.82909483984753,0,0,1
ENSBTAP00000013701,ENSBTAG00000010381,0.073,45.57260920897284,0,1,0
ENSBTAP00000024902,ENSBTAG00000011400,0.121,70.36983865591513,0,0,1
ENSBTAP00000002162,ENSBTAG00000025522,0.101,42.008691453404154,0,1,0
ENSBTAP00000047947,ENSBTAG00000018893,9.94,52.771333489389086,1,0,0
ENSBTAP00000011559,ENSBTAG00000021039,149,57.31351964577525,1,0,0
ENSBTAP00000015235,ENSBTAG00000011465,0.591,69.51219512195122,0,1,0
ENSBTAP00000011185,ENSBTAG00000008487,0.001,85.71428571428571,0,0,1
ENSBTAP00000029225,ENSBTAG00000021920,0.237,86.52340120523507,0,1,0
ENSBTAP00000006794,ENSBTAG00000005151,0.047,46.43962848297214,0,1,0
ENSBTAP00000015698,ENSBTAG00000011828,0.112,67.68953068592057,0,1,0
ENSBTAP00000010513,ENSBTAG00000007996,0.131,90.70294784580499,0,1,0
ENSBTAP00000049501,ENSBTAG00000051545,995,74.80314960629921,1,0,0
ENSBTAP00000022310,ENSBTAG00000016772,0.084,71.0017154200749,0,1,0
ENSBTAP00000037026,ENSBTAG00000007016,16.2,64.16666666666667,0,1,0
ENSBTAP00000012783,ENSBTAG00000009693,0,52.65412291669805,1,0,0
ENSBTAP00000021304,ENSBTAG00000016007,31.1,44.96735092864125,1,0,0
ENSBTAP00000016224,ENSBTAG00000012232,122,73.31288343558282,0,1,0
ENSBTAP00000019269,ENSBTAG00000014493,0.316,48.44047869358004,0,1,0
ENSBTAP00000014440,ENSBTAG00000054857,0.013,38.523274478330656,0,0,1
ENSBTAP00000003141,ENSBTAG00000002422,0.262,58.457013284883004,1,0,0
ENSBTAP00000010315,ENSBTAG00000007840,0.323,50.168728908886386,0,1,0
ENSBTAP00000012965,ENSBTAG00000009832,0.002,72.8,0,0,1
ENSBTAP00000014355,ENSBTAG00000010820,0.148,82.8169014084507,0,1,0
ENSBTAP00000055724,ENSBTAG00000012252,0,64.61168476450604,1,0,0
ENSBTAP00000000044,ENSBTAG00000000040,0.218,85.2760736196319,0,0,1
ENSBTAP00000017891,ENSBTAG00000013449,0.229,39.048555021796844,0,0,1
ENSBTAP00000019915,ENSBTAG00000037983,0.089,78.22495462882054,0,1,0
ENSBTAP00000024993,ENSBTAG00000018770,0.299,70.09063444108762,0,1,0
ENSBTAP00000049804,ENSBTAG00000008001,42.8,41.223510595761695,1,0,0
ENSBTAP00000007090,ENSBTAG00000005390,10.1,65.26149906431596,0,1,0
ENSBTAP00000009509,ENSBTAG00000007230,0.66,68.88888888888889,0,1,0
ENSBTAP00000025116,ENSBTAG00000032839,0.494,39.29751606419998,1,0,0
ENSBTAP00000025380,ENSBTAG00000019062,0.05,44.89708144036719,0,1,0
ENSBTAP00000029028,ENSBTAG00000021779,4.98,49.65986394557823,1,0,0
ENSBTAP00000004667,ENSBTAG00000003587,0.052,79.36759958106981,0,0,1
ENSBTAP00000019184,ENSBTAG00000014423,158,46.33571854502087,1,0,0
ENSBTAP00000026388,ENSBTAG00000019805,0.04,85.53092182030339,0,1,0
ENSBTAP00000021785,ENSBTAG00000000229,4.74,72.32730722017632,1,0,0
ENSBTAP00000020400,ENSBTAG00000015345,0.122,51.82072829131653,0,0,1
ENSBTAP00000014515,ENSBTAG00000010927,0.08,82.6483896631576,0,1,0
ENSBTAP00000012592,ENSBTAG00000009574,3.94,71.0900931387349,0,1,0
ENSBTAP00000044228,ENSBTAG00000033095,0.208,44.79424875503014,0,1,0
ENSBTAP00000006752,ENSBTAG00000005124,0.093,53.03398058252427,0,1,0
ENSBTAP00000020875,ENSBTAG00000015724,1.5,72.36286919831224,0,0,1
ENSBTAP00000030397,ENSBTAG00000022466,0,39.705882352941174,0,0,1
ENSBTAP00000020550,ENSBTAG00000015457,0.35,79.39973656018675,0,1,0
ENSBTAP00000022212,ENSBTAG00000016710,30.1,46.666666666666664,0,0,1
ENSBTAP00000027650,ENSBTAG00000020748,0,38.15265299203254,0,1,0
ENSBTAP00000050939,ENSBTAG00000012341,1.44,51.34533946028743,1,0,0
ENSBTAP00000043747,ENSBTAG00000008060,0.387,65.85365853658537,0,0,1
ENSBTAP00000021312,ENSBTAG00000016012,0.047,85.67415730337079,0,0,1
ENSBTAP00000021822,ENSBTAG00000016406,0.15,47.442804432664296,0,0,1
ENSBTAP00000029026,ENSBTAG00000021776,20.0,77.75800711743773,0,1,0
ENSBTAP00000027836,ENSBTAG00000020893,3.93,59.47867298578199,1,0,0
ENSBTAP00000015759,ENSBTAG00000011875,9.47,86.97519083969465,0,1,0
ENSBTAP00000007088,ENSBTAG00000005384,63.8,62.92134831460674,0,1,0
ENSBTAP00000000918,ENSBTAG00000000686,0.509,55.02008032128514,1,0,0
ENSBTAP00000007361,ENSBTAG00000005606,0.48,85.44061302681992,1,0,0
ENSBTAP00000010183,ENSBTAG00000017333,0.253,74.0,0,1,0
ENSBTAP00000039541,ENSBTAG00000002084,0.061,59.31564875341627,0,1,0
ENSBTAP00000006977,ENSBTAG00000005301,0.214,55.89742376388565,0,1,0
ENSBTAP00000016570,ENSBTAG00000012490,152,34.73053892215569,0,1,0
ENSBTAP00000015255,ENSBTAG00000011478,0.005,75.28089887640449,0,1,0
ENSBTAP00000022299,ENSBTAG00000016764,77.0,67.2078531051522,0,1,0
ENSBTAP00000018957,ENSBTAG00000014267,0.001,76.12476502123512,0,1,0
ENSBTAP00000051040,ENSBTAG00000004040,30.8,43.6763747823951,0,0,1
ENSBTAP00000055762,ENSBTAG00000001094,0.157,67.92495046154319,0,1,0
ENSBTAP00000012847,ENSBTAG00000009744,0.052,77.79993314544403,1,0,0
ENSBTAP00000044679,ENSBTAG00000006718,1.84,39.85138602155022,0,0,1
ENSBTAP00000000029,ENSBTAG00000000026,0.102,72.49190938511327,0,1,0
ENSBTAP00000025339,ENSBTAG00000019038,1.0,59.67741935483871,1,0,0
ENSBTAP00000011392,ENSBTAG00000008638,0.413,67.22972972972973,0,0,1
ENSBTAP00000047378,ENSBTAG00000023169,0.122,74.50365726227795,0,0,1
ENSBTAP00000016021,ENSBTAG00000012078,0.004,72.82967032967034,0,1,0
ENSBTAP00000014028,ENSBTAG00000010611,9.33,30.45794930875576,0,1,0
ENSBTAP00000013637,ENSBTAG00000010326,0.522,47.160493827160494,0,1,0
ENSBTAP00000006516,ENSBTAG00000004954,1.35,60.60606060606061,0,1,0
ENSBTAP00000028682,ENSBTAG00000021520,0.456,37.17985663844574,1,0,0
ENSBTAP00000005016,ENSBTAG00000003845,0.059,77.32115741285503,0,1,0
ENSBTAP00000036974,ENSBTAG00000013165,0.029,55.55863971853515,0,0,1
ENSBTAP00000017783,ENSBTAG00000013369,5.74,53.11502061951799,0,1,0
ENSBTAP00000010737,ENSBTAG00000008169,0.408,29.617803580067733,0,1,0
ENSBTAP00000037794,ENSBTAG00000026650,6.96,73.5632183908046,0,1,0
ENSBTAP00000022981,ENSBTAG00000017281,0.472,79.09156869220332,0,0,1
ENSBTAP00000003696,ENSBTAG00000002844,0.154,74.2288860431832,0,0,1
ENSBTAP00000037826,ENSBTAG00000017205,0.12,54.91786168296846,1,0,0
ENSBTAP00000022223,ENSBTAG00000016717,0.007,67.44972427905559,1,0,0
ENSBTAP00000015799,ENSBTAG00000011908,13.8,57.154123287939484,0,0,1
ENSBTAP00000005267,ENSBTAG00000004034,0.083,46.85598377281947,0,1,0
ENSBTAP00000006765,ENSBTAG00000005133,0,66.9986399183951,0,1,0
ENSBTAP00000019285,ENSBTAG00000014508,0.158,59.7684515195369,1,0,0
ENSBTAP00000054574,ENSBTAG00000005495,52.9,43.24324324324324,1,0,0
ENSBTAP00000006026,ENSBTAG00000004590,3.95,47.95872925340786,0,0,1
ENSBTAP00000048497,ENSBTAG00000024443,2.21,45.62043795620438,0,0,1
ENSBTAP00000025496,ENSBTAG00000019156,56.2,32.484322683162134,1,0,0
ENSBTAP00000006030,ENSBTAG00000004593,0.306,37.20082432537522,1,0,0
ENSBTAP00000019713,ENSBTAG00000014810,0.664,82.12927756653993,1,0,0
ENSBTAP00000031011,ENSBTAG00000021673,0.156,38.88024883359253,0,1,0
ENSBTAP00000007589,ENSBTAG00000005773,34.0,46.26865671641791,1,0,0
ENSBTAP00000004312,ENSBTAG00000003323,19.9,71.83958151700087,0,1,0
ENSBTAP00000002466,ENSBTAG00000001895,0.371,46.03174603174603,0,1,0
ENSBTAP00000022017,ENSBTAG00000045862,0.323,85.96266980182003,0,1,0
ENSBTAP00000008253,ENSBTAG00000022731,38.5,54.57011299788475,1,0,0
ENSBTAP00000015593,ENSBTAG00000011743,0.083,69.93143976493634,1,0,0
ENSBTAP00000011200,ENSBTAG00000008497,0.111,76.14840989399293,0,1,0
ENSBTAP00000032801,ENSBTAG00000007427,1.45,56.36538416306121,1,0,0
ENSBTAP00000012068,ENSBTAG00000009155,0.127,83.25538729177717,0,1,0
ENSBTAP00000054847,ENSBTAG00000006323,3.19,54.2683563391211,0,0,1
ENSBTAP00000000333,ENSBTAG00000000267,0.22,63.45609065155807,0,1,0
ENSBTAP00000007200,ENSBTAG00000005475,0.091,73.88249674661031,0,1,0
ENSBTAP00000003135,ENSBTAG00000002417,11.5,52.39414606422279,1,0,0
ENSBTAP00000020018,ENSBTAG00000015041,21.0,64.0,0,1,0
ENSBTAP00000026738,ENSBTAG00000020067,0.026,82.5749798982138,0,1,0
ENSBTAP00000053401,ENSBTAG00000013888,1.84,83.36886993603412,0,0,1
ENSBTAP00000020266,ENSBTAG00000022275,37.2,65.5813953488372,0,1,0
ENSBTAP00000003285,ENSBTAG00000002534,3.14,56.0,0,0,1
ENSBTAP00000020512,ENSBTAG00000015434,226,48.42127129206481,0,1,0
ENSBTAP00000002984,ENSBTAG00000022890,27.0,70.3065100377508,0,1,0
ENSBTAP00000020365,ENSBTAG00000015314,100,76.66683410354297,1,0,0
ENSBTAP00000020433,ENSBTAG00000015375,0.199,78.38911715676798,0,1,0
ENSBTAP00000042078,ENSBTAG00000018810,0.803,85.82408198121264,1,0,0
ENSBTAP00000049702,ENSBTAG00000037483,0.348,69.66966966966967,0,1,0
ENSBTAP00000044605,ENSBTAG00000033327,78.3,72.09302325581395,1,0,0
ENSBTAP00000021593,ENSBTAG00000016229,0.927,75.91836734693878,0,1,0
ENSBTAP00000007531,ENSBTAG00000005729,0.059,45.337620578778136,0,1,0
