Protein_id,Gene_id,PxAbundance,GC,TAA,TGA,TAG
ENSMUSP00000020463,ENSMUSG00000020238,24.2,75.78366581748918,0,0,1
ENSMUSP00000107444,ENSMUSG00000079258,0.003,68.19484240687679,0,1,0
ENSMUSP00000135058,ENSMUSG00000030068,0.953,70.66666666666667,0,1,0
ENSMUSP00000086900,ENSMUSG00000021969,1.15,42.39805390179886,0,1,0
ENSMUSP00000026445,ENSMUSG00000025380,0,68.96551724137932,0,1,0
ENSMUSP00000028232,ENSMUSG00000026873,0.122,63.58337258596326,0,1,0
ENSMUSP00000096316,ENSMUSG00000096871,0.045,44.409937888198755,1,0,0
ENSMUSP00000083205,ENSMUSG00000061028,2.61,69.05843631908861,1,0,0
ENSMUSP00000033086,ENSMUSG00000030815,1.18,61.2961437961438,0,1,0
ENSMUSP00000028826,ENSMUSG00000027350,19.3,57.227138643067846,0,1,0
ENSMUSP00000038872,ENSMUSG00000038791,0.12,48.64134975118957,1,0,0
ENSMUSP00000123872,ENSMUSG00000090166,2.18,40.76433121019108,0,0,1
ENSMUSP00000032962,ENSMUSG00000030720,1.68,65.29538936227168,0,1,0
ENSMUSP00000077350,ENSMUSG00000064262,0.202,54.6715045960329,0,1,0
ENSMUSP00000046759,ENSMUSG00000040029,2.79,56.12710497286956,0,1,0
ENSMUSP00000047126,ENSMUSG00000039480,3.15,51.88073886151833,0,1,0
ENSMUSP00000076155,ENSMUSG00000032192,6.35,70.5421051481275,1,0,0
ENSMUSP00000136854,ENSMUSG00000094035,0,66.89064558629777,0,0,1
ENSMUSP00000073046,ENSMUSG00000063844,0,48.88178913738019,0,1,0
ENSMUSP00000052170,ENSMUSG00000033430,6.29,72.08121827411168,1,0,0
ENSMUSP00000046999,ENSMUSG00000037335,0.091,70.5069124423963,0,1,0
ENSMUSP00000103108,ENSMUSG00000096688,474,41.988950276243095,0,1,0
ENSMUSP00000079032,ENSMUSG00000063900,0.006,37.0,1,0,0
ENSMUSP00000022543,ENSMUSG00000021973,2.34,54.04157043879908,1,0,0
ENSMUSP00000020499,ENSMUSG00000020261,0.826,74.55293092846895,1,0,0
ENSMUSP00000085867,ENSMUSG00000034681,68.2,55.42930167748293,1,0,0
ENSMUSP00000097048,ENSMUSG00000074867,0.515,40.83428527173808,0,0,1
ENSMUSP00000024916,ENSMUSG00000024107,0,56.85698435341802,1,0,0
ENSMUSP00000004986,ENSMUSG00000004864,7.58,77.24920757649852,0,1,0
ENSMUSP00000025375,ENSMUSG00000024498,36.7,43.866007945827505,1,0,0
ENSMUSP00000102015,ENSMUSG00000030727,9.0,70.96695357089473,0,1,0
ENSMUSP00000056703,ENSMUSG00000022587,11.9,65.97368466946736,0,1,0
ENSMUSP00000066488,ENSMUSG00000031980,24.1,72.42435267721788,0,1,0
ENSMUSP00000092087,ENSMUSG00000070609,0.137,50.245098039215684,0,1,0
ENSMUSP00000099700,ENSMUSG00000076436,9.24,79.65451055662189,0,1,0
ENSMUSP00000029141,ENSMUSG00000027612,0,70.27463651050081,0,1,0
ENSMUSP00000033727,ENSMUSG00000031360,28.3,48.51166146302996,0,1,0
ENSMUSP00000106906,ENSMUSG00000015950,19.5,72.07988831603495,0,1,0
ENSMUSP00000025542,ENSMUSG00000024640,139,59.395640019278225,0,1,0
ENSMUSP00000080081,ENSMUSG00000059363,10.7,71.81243414120127,1,0,0
ENSMUSP00000056148,ENSMUSG00000051486,0.057,60.0250626566416,1,0,0
ENSMUSP00000045807,ENSMUSG00000037747,25.0,50.3079090029537,1,0,0
ENSMUSP00000089498,ENSMUSG00000024622,0.013,60.239835555350744,1,0,0
ENSMUSP00000029540,ENSMUSG00000027931,0.057,61.83292133197615,1,0,0
ENSMUSP00000111639,ENSMUSG00000084128,1.71,61.960306406685234,0,0,1
ENSMUSP00000108617,ENSMUSG00000000266,0.036,53.440271909526906,1,0,0
ENSMUSP00000052174,ENSMUSG00000044265,0,54.92229693953193,0,0,1
ENSMUSP00000023289,ENSMUSG00000022617,3.62,66.41190384861271,0,0,1
ENSMUSP00000133523,ENSMUSG00000007739,229,58.16998415527828,1,0,0
ENSMUSP00000108008,ENSMUSG00000024242,0.733,48.23935426341368,0,1,0
ENSMUSP00000034227,ENSMUSG00000031775,8.69,67.61897182874424,1,0,0
ENSMUSP00000131702,ENSMUSG00000095064,0.051,46.103896103896105,0,1,0
ENSMUSP00000027518,ENSMUSG00000026295,15.4,55.58864896169439,0,1,0
ENSMUSP00000056464,ENSMUSG00000010086,0.017,67.41856748497061,0,0,1
ENSMUSP00000030662,ENSMUSG00000028850,0,69.96197718631178,0,1,0
ENSMUSP00000032958,ENSMUSG00000032942,2.61,68.28478964401295,0,1,0
ENSMUSP00000053326,ENSMUSG00000043313,0.038,57.98004987531172,0,1,0
ENSMUSP00000109348,ENSMUSG00000057738,597,60.8805598075983,0,1,0
ENSMUSP00000032106,ENSMUSG00000030030,0.028,64.94669478370383,0,0,1
ENSMUSP00000126383,ENSMUSG00000025932,0.061,47.52434696733543,1,0,0
ENSMUSP00000016144,ENSMUSG00000021759,2.36,54.30318754633062,0,1,0
ENSMUSP00000122915,ENSMUSG00000016346,4.49,70.20146138110111,0,1,0
ENSMUSP00000055719,ENSMUSG00000044647,0,56.37753451969211,0,0,1
ENSMUSP00000029240,ENSMUSG00000027690,5.09,51.35257633587786,0,0,1
ENSMUSP00000111048,ENSMUSG00000072082,0,65.39794344473009,0,1,0
ENSMUSP00000101431,ENSMUSG00000078518,0.293,52.083333333333336,1,0,0
ENSMUSP00000132435,ENSMUSG00000028270,6.14,61.610169491525426,0,0,1
ENSMUSP00000044342,ENSMUSG00000042363,28.8,53.179190751445084,0,1,0
ENSMUSP00000089328,ENSMUSG00000069294,0,49.49832775919733,1,0,0
ENSMUSP00000060557,ENSMUSG00000051727,0.05,70.04581864890007,0,1,0
ENSMUSP00000100067,ENSMUSG00000076432,1023,63.72451019592163,1,0,0
ENSMUSP00000030676,ENSMUSG00000001985,0.191,76.08695652173913,0,0,1
ENSMUSP00000029696,ENSMUSG00000028060,1.48,44.35008908251159,0,0,1
ENSMUSP00000107262,ENSMUSG00000079243,1.4,57.44188190800838,0,1,0
ENSMUSP00000091435,ENSMUSG00000059248,180,77.8781536487166,0,0,1
ENSMUSP00000066701,ENSMUSG00000056569,127,70.7619615843566,0,0,1
ENSMUSP00000031186,ENSMUSG00000035811,11.8,44.339622641509436,0,0,1
ENSMUSP00000076367,ENSMUSG00000056966,3.22,58.148148148148145,0,1,0
ENSMUSP00000040140,ENSMUSG00000041891,168,50.28740430989566,0,1,0
ENSMUSP00000033050,ENSMUSG00000030787,0.775,54.54545454545455,0,0,1
ENSMUSP00000105548,ENSMUSG00000079008,0.662,22.625698324022345,0,0,1
ENSMUSP00000048457,ENSMUSG00000036160,32.3,66.79009193054137,0,0,1
ENSMUSP00000005336,ENSMUSG00000005204,27.3,58.97756642199938,0,1,0
ENSMUSP00000056100,ENSMUSG00000066798,0.047,38.91509433962264,1,0,0
ENSMUSP00000022834,ENSMUSG00000022225,4.68,57.16305153874676,1,0,0
ENSMUSP00000097403,ENSMUSG00000075119,0.292,54.6031746031746,0,1,0
ENSMUSP00000011981,ENSMUSG00000011837,0.271,61.76206563706563,0,1,0
ENSMUSP00000058810,ENSMUSG00000051118,0,46.00638977635783,0,1,0
ENSMUSP00000056610,ENSMUSG00000048921,0,68.97976899386822,0,0,1
ENSMUSP00000038418,ENSMUSG00000040738,3.45,41.70355237770968,1,0,0
ENSMUSP00000068770,ENSMUSG00000056197,0,52.94117647058823,0,1,0
ENSMUSP00000061913,ENSMUSG00000050188,0.56,61.080514030946766,0,1,0
ENSMUSP00000080630,ENSMUSG00000059325,21.1,83.78378378378379,0,0,1
ENSMUSP00000032409,ENSMUSG00000030272,11.4,66.25925925925927,0,1,0
ENSMUSP00000033560,ENSMUSG00000031214,0.275,49.39689103728942,0,1,0
ENSMUSP00000105051,ENSMUSG00000022382,0,79.6616662548112,0,1,0
ENSMUSP00000007249,ENSMUSG00000007034,0.777,70.71038084786409,0,1,0
ENSMUSP00000105776,ENSMUSG00000079031,9.86,36.55172413793103,1,0,0
ENSMUSP00000093644,ENSMUSG00000024983,4.51,60.13041732307787,0,1,0
ENSMUSP00000034230,ENSMUSG00000031778,1.3,68.7328455757399,0,1,0
ENSMUSP00000095025,ENSMUSG00000062078,53.5,46.33342691116603,1,0,0
ENSMUSP00000010319,ENSMUSG00000010175,1.23,61.78861788617886,0,0,1
ENSMUSP00000113575,ENSMUSG00000001062,0.303,69.29101539753663,0,0,1
ENSMUSP00000027409,ENSMUSG00000026208,118,77.23404255319149,1,0,0
ENSMUSP00000117583,ENSMUSG00000050608,18.8,58.44155844155844,0,1,0
ENSMUSP00000136792,ENSMUSG00000069303,4798,93.1933508311461,0,0,1
ENSMUSP00000128645,ENSMUSG00000023460,74.6,67.9906804401527,0,1,0
ENSMUSP00000073038,ENSMUSG00000067928,0.418,37.481259370314845,0,1,0
ENSMUSP00000026221,ENSMUSG00000025203,4.79,70.05506551119365,0,1,0
ENSMUSP00000025617,ENSMUSG00000024712,10.7,50.0,1,0,0
ENSMUSP00000039761,ENSMUSG00000035048,2.54,58.666666666666664,0,1,0
ENSMUSP00000080427,ENSMUSG00000022240,8.4,65.22125031335435,1,0,0
ENSMUSP00000093980,ENSMUSG00000071662,6.1,59.3270024772915,0,1,0
ENSMUSP00000021726,ENSMUSG00000011148,20.6,73.06897929168672,0,0,1
ENSMUSP00000026209,ENSMUSG00000025195,0.131,66.15927134258892,0,1,0
ENSMUSP00000052607,ENSMUSG00000043940,1.06,64.98314008255755,0,1,0
ENSMUSP00000080601,ENSMUSG00000049502,8.21,55.89929154093705,1,0,0
ENSMUSP00000038361,ENSMUSG00000039202,0.153,71.36150234741784,0,1,0
ENSMUSP00000076044,ENSMUSG00000003531,1.68,71.86972435909932,0,1,0
ENSMUSP00000074958,ENSMUSG00000038327,4.05,47.08994708994709,1,0,0
ENSMUSP00000073976,ENSMUSG00000001504,0.216,68.57838143746463,0,0,1
ENSMUSP00000064521,ENSMUSG00000028539,0.093,72.88888888888889,0,1,0
ENSMUSP00000083722,ENSMUSG00000073702,649,61.16666666666667,1,0,0
ENSMUSP00000052856,ENSMUSG00000051234,8.79,71.56834393676499,0,1,0
ENSMUSP00000051782,ENSMUSG00000046637,0.002,68.72646142382985,1,0,0
ENSMUSP00000002029,ENSMUSG00000001964,72.4,56.852743141223776,1,0,0
ENSMUSP00000105998,ENSMUSG00000021342,0.096,53.07863014213235,1,0,0
ENSMUSP00000034846,ENSMUSG00000032300,0.285,57.8484059477109,0,0,1
ENSMUSP00000032994,ENSMUSG00000030741,5.5,67.84680231311162,0,0,1
ENSMUSP00000036150,ENSMUSG00000034460,0.634,64.16545001291144,1,0,0
ENSMUSP00000077716,ENSMUSG00000030055,55.6,78.5404901372609,0,1,0
ENSMUSP00000103351,ENSMUSG00000053801,31.0,64.82199213578049,0,1,0
ENSMUSP00000106859,ENSMUSG00000026547,487,76.62962962962963,0,1,0
ENSMUSP00000071627,ENSMUSG00000059049,0.066,56.685673275567524,0,1,0
ENSMUSP00000029423,ENSMUSG00000027834,0.634,46.667724531894635,1,0,0
ENSMUSP00000085497,ENSMUSG00000062184,0.161,68.97379143568772,1,0,0
ENSMUSP00000108580,ENSMUSG00000068011,0.437,66.87120219230312,1,0,0
ENSMUSP00000015017,ENSMUSG00000014873,2.9,63.95348837209303,0,1,0
ENSMUSP00000074875,ENSMUSG00000058057,13.5,80.0,0,0,1
ENSMUSP00000070561,ENSMUSG00000040086,0,52.83013853948907,0,1,0
ENSMUSP00000068004,ENSMUSG00000054013,0.003,81.12465092663112,0,0,1
ENSMUSP00000001186,ENSMUSG00000001158,28.5,46.45432692307692,0,1,0
ENSMUSP00000095410,ENSMUSG00000073722,0.046,44.862518089725036,0,0,1
ENSMUSP00000104636,ENSMUSG00000078886,1.1,37.0001094720098,1,0,0
ENSMUSP00000076576,ENSMUSG00000066513,8.38,59.53307392996109,0,1,0
ENSMUSP00000003907,ENSMUSG00000003809,64.3,66.8277515637994,0,1,0
ENSMUSP00000020484,ENSMUSG00000020250,65.8,56.43904027965361,1,0,0
ENSMUSP00000132590,ENSMUSG00000091228,613,71.64179104477611,0,0,1
ENSMUSP00000040585,ENSMUSG00000039178,0.04,53.48971709265827,0,1,0
ENSMUSP00000031840,ENSMUSG00000029816,15.9,59.66275436135922,0,1,0
ENSMUSP00000055714,ENSMUSG00000015120,496,56.97423047340576,1,0,0
ENSMUSP00000088042,ENSMUSG00000068735,16.6,73.99475700746119,0,0,1
ENSMUSP00000021133,ENSMUSG00000020780,26.5,67.30482927995479,1,0,0
ENSMUSP00000044645,ENSMUSG00000041133,20.4,53.97966701046117,0,0,1
ENSMUSP00000079107,ENSMUSG00000061130,26.8,48.11552891120509,0,1,0
ENSMUSP00000095571,ENSMUSG00000025494,0.712,62.57881202414875,1,0,0
ENSMUSP00000096592,ENSMUSG00000048758,192,71.99438814427373,0,0,1
ENSMUSP00000032469,ENSMUSG00000030322,1.61,44.7021850833088,0,1,0
ENSMUSP00000080881,ENSMUSG00000024502,0.413,46.06939460776245,1,0,0
ENSMUSP00000086948,ENSMUSG00000057230,41.0,54.81481280259487,0,0,1
ENSMUSP00000095595,ENSMUSG00000073802,1.24,75.57251908396947,0,1,0
ENSMUSP00000098441,ENSMUSG00000072722,0,69.26406926406926,0,1,0
ENSMUSP00000044009,ENSMUSG00000041078,0.191,68.61386138613861,0,1,0
ENSMUSP00000136941,ENSMUSG00000094722,0.059,53.941908713692946,1,0,0
ENSMUSP00000032766,ENSMUSG00000030549,0.068,52.507713840379175,1,0,0
ENSMUSP00000044624,ENSMUSG00000039831,0.924,44.39349701426156,0,0,1
ENSMUSP00000134259,ENSMUSG00000037627,0.071,46.84266250840352,0,0,1
ENSMUSP00000074262,ENSMUSG00000023443,0.668,62.443457325963855,0,1,0
ENSMUSP00000023781,ENSMUSG00000063971,1.47,68.02325581395348,0,1,0
ENSMUSP00000037958,ENSMUSG00000042604,2.79,57.404580152671755,0,1,0
ENSMUSP00000103718,ENSMUSG00000078752,9.28,47.31182795698925,0,1,0
ENSMUSP00000042828,ENSMUSG00000056912,0.004,39.35459424617591,1,0,0
ENSMUSP00000120810,ENSMUSG00000044712,0.274,60.863279576316245,1,0,0
ENSMUSP00000097144,ENSMUSG00000069237,0.884,68.5,0,1,0
ENSMUSP00000033927,ENSMUSG00000031527,11.3,52.01541425818883,1,0,0
ENSMUSP00000034731,ENSMUSG00000032207,0.187,61.69826681393071,1,0,0
ENSMUSP00000068044,ENSMUSG00000054626,1.62,36.22790050561608,1,0,0
ENSMUSP00000069700,ENSMUSG00000050122,0.002,59.886482957074435,0,0,1
ENSMUSP00000092389,ENSMUSG00000070798,0.229,50.21008403361345,0,1,0
ENSMUSP00000010899,ENSMUSG00000010755,23.7,61.56716105872174,0,1,0
ENSMUSP00000129414,ENSMUSG00000062782,0.015,70.26143790849673,0,1,0
ENSMUSP00000082577,ENSMUSG00000066515,2.58,58.778625954198475,1,0,0
ENSMUSP00000110175,ENSMUSG00000026781,23.0,41.040025384933,0,1,0
ENSMUSP00000084887,ENSMUSG00000024300,6.66,69.62834695139323,0,1,0
ENSMUSP00000031011,ENSMUSG00000029128,1.52,46.74345708305683,0,1,0
ENSMUSP00000062783,ENSMUSG00000047654,0.142,83.21167883211679,0,0,1
ENSMUSP00000037459,ENSMUSG00000039795,1.5,54.82159237993468,0,1,0
ENSMUSP00000000573,ENSMUSG00000074340,0.097,52.3224709616825,0,1,0
ENSMUSP00000032909,ENSMUSG00000030671,0.294,50.36363636363637,0,1,0
ENSMUSP00000093657,ENSMUSG00000071491,0,48.24281150159745,0,0,1
ENSMUSP00000048780,ENSMUSG00000042350,0.087,56.18146225072952,0,1,0
ENSMUSP00000028583,ENSMUSG00000027162,28.5,42.92929292929293,1,0,0
ENSMUSP00000135720,ENSMUSG00000086147,0.95,33.23262839879154,0,0,1
ENSMUSP00000037385,ENSMUSG00000057722,1.38,44.462199072481866,1,0,0
ENSMUSP00000000010,ENSMUSG00000020875,0.483,74.64448774246081,1,0,0
ENSMUSP00000053899,ENSMUSG00000051510,29.1,80.98159509202453,0,0,1
ENSMUSP00000054292,ENSMUSG00000046258,0.001,35.86387434554974,1,0,0
ENSMUSP00000044265,ENSMUSG00000042208,0.178,37.375172619323074,1,0,0
ENSMUSP00000091620,ENSMUSG00000018476,0.268,63.94640682095006,0,1,0
ENSMUSP00000048537,ENSMUSG00000033706,3.45,64.5083932853717,0,1,0
ENSMUSP00000038589,ENSMUSG00000039983,0.619,47.1604938271605,1,0,0
ENSMUSP00000122966,ENSMUSG00000034563,3.82,48.99931122057728,1,0,0
ENSMUSP00000028341,ENSMUSG00000026965,2.27,60.56634199832291,0,1,0
ENSMUSP00000087394,ENSMUSG00000028360,0.017,56.0401252965859,0,0,1
ENSMUSP00000053553,ENSMUSG00000049148,3.67,55.590062111801245,0,1,0
ENSMUSP00000060780,ENSMUSG00000045319,0.208,63.92111544155412,0,1,0
ENSMUSP00000079198,ENSMUSG00000052776,6.64,64.94565217391305,0,1,0
ENSMUSP00000023262,ENSMUSG00000022591,0.004,49.523809523809526,1,0,0
ENSMUSP00000043302,ENSMUSG00000040016,0,81.22856006185211,0,1,0
ENSMUSP00000033388,ENSMUSG00000031072,0.735,61.32523998484631,0,1,0
ENSMUSP00000027727,ENSMUSG00000026457,0.23,66.75531914893617,0,1,0
ENSMUSP00000137554,ENSMUSG00000094282,0.032,70.03257328990227,1,0,0
ENSMUSP00000095043,ENSMUSG00000015659,0.282,52.50687022900763,0,1,0
ENSMUSP00000134517,ENSMUSG00000092335,0.717,27.790432801822323,1,0,0
ENSMUSP00000055482,ENSMUSG00000038009,0.242,63.529411764705884,0,0,1
ENSMUSP00000092289,ENSMUSG00000070733,1.58,56.67438450081513,0,1,0
ENSMUSP00000002397,ENSMUSG00000002326,6.51,51.72647238797905,0,0,1
ENSMUSP00000032228,ENSMUSG00000059908,266,51.65876777251185,0,1,0
ENSMUSP00000099799,ENSMUSG00000073775,3.98,73.86363636363636,1,0,0
ENSMUSP00000088618,ENSMUSG00000026825,426,79.17494059784642,0,1,0
ENSMUSP00000023213,ENSMUSG00000022554,4.11,70.55837563451777,0,1,0
ENSMUSP00000057482,ENSMUSG00000040389,1.64,49.00470503076366,0,0,1
ENSMUSP00000044420,ENSMUSG00000032803,108,49.949489918383286,0,1,0
ENSMUSP00000036710,ENSMUSG00000035202,2.83,61.10041888000209,0,1,0
ENSMUSP00000071984,ENSMUSG00000062373,9.17,58.723404255319146,1,0,0
ENSMUSP00000098118,ENSMUSG00000001508,3.17,61.76886744169043,0,1,0
ENSMUSP00000028681,ENSMUSG00000027249,152,67.09786114988681,0,0,1
ENSMUSP00000067334,ENSMUSG00000052056,0.907,61.42034548944338,0,1,0
ENSMUSP00000071272,ENSMUSG00000115236,0,51.83945923109422,0,0,1
ENSMUSP00000101660,ENSMUSG00000038745,0.096,66.94902435531951,1,0,0
ENSMUSP00000123011,ENSMUSG00000040483,0.239,53.92961110134947,0,1,0
ENSMUSP00000068178,ENSMUSG00000032890,2.09,68.83116883116882,1,0,0
ENSMUSP00000051561,ENSMUSG00000046959,1.69,61.614656162108915,0,0,1
ENSMUSP00000006750,ENSMUSG00000006575,2.78,74.7831158285413,0,0,1
ENSMUSP00000097776,ENSMUSG00000052949,0.504,64.30160917471656,0,1,0
ENSMUSP00000058167,ENSMUSG00000045792,0,56.68789808917197,1,0,0
ENSMUSP00000007255,ENSMUSG00000007039,45.4,60.178744519053886,0,1,0
ENSMUSP00000070229,ENSMUSG00000036180,42.5,63.061216025118874,0,0,1
ENSMUSP00000126111,ENSMUSG00000024036,0.982,71.07013433034281,0,1,0
ENSMUSP00000035614,ENSMUSG00000034118,1.07,60.938155136268335,1,0,0
ENSMUSP00000006912,ENSMUSG00000026737,22.6,56.55305413603835,1,0,0
ENSMUSP00000038938,ENSMUSG00000033323,4.19,61.2533937437849,0,1,0
ENSMUSP00000133483,ENSMUSG00000091045,0.024,57.826330309794955,0,0,1
ENSMUSP00000028377,ENSMUSG00000075318,7.97,54.131233562089406,1,0,0
ENSMUSP00000074726,ENSMUSG00000062151,0.529,52.555404794210766,0,1,0
ENSMUSP00000021056,ENSMUSG00000001027,0.596,76.71009771986971,0,0,1
ENSMUSP00000022030,ENSMUSG00000021548,12.0,44.681052983084285,1,0,0
ENSMUSP00000129273,ENSMUSG00000042787,6.41,64.88674002901647,0,0,1
ENSMUSP00000045165,ENSMUSG00000037661,0.002,52.51654873316595,0,0,1
ENSMUSP00000127596,ENSMUSG00000032403,0.124,77.21518987341773,0,1,0
ENSMUSP00000054583,ENSMUSG00000006369,12.6,69.60682694769531,0,1,0
ENSMUSP00000048425,ENSMUSG00000032959,876,76.56677932341854,0,0,1
ENSMUSP00000040246,ENSMUSG00000036905,14.4,65.35433070866142,1,0,0
ENSMUSP00000108837,ENSMUSG00000079435,357,60.45217152281474,1,0,0
ENSMUSP00000098217,ENSMUSG00000023079,1.19,67.6423330102982,0,0,1
ENSMUSP00000025663,ENSMUSG00000024754,2.68,57.5050155930318,0,0,1
ENSMUSP00000074862,ENSMUSG00000033253,0.066,61.17528305028305,0,0,1
ENSMUSP00000135921,ENSMUSG00000095092,1.0,66.39344262295081,1,0,0
ENSMUSP00000025434,ENSMUSG00000024552,0,70.05950852098886,1,0,0
ENSMUSP00000064410,ENSMUSG00000055239,6.47,38.381766905731475,0,1,0
ENSMUSP00000057722,ENSMUSG00000029788,0.824,59.952927769985976,0,0,1
ENSMUSP00000032159,ENSMUSG00000030075,0.112,43.05150631681244,0,1,0
ENSMUSP00000045190,ENSMUSG00000040576,0,67.73135669362085,1,0,0
ENSMUSP00000091342,ENSMUSG00000041361,4.0,59.23479902760603,0,0,1
ENSMUSP00000058801,ENSMUSG00000051242,0.029,58.021712907117006,1,0,0
ENSMUSP00000110547,ENSMUSG00000025781,1511,50.30674367362966,1,0,0
ENSMUSP00000063784,ENSMUSG00000029778,0.852,69.45831701899172,0,1,0
ENSMUSP00000080337,ENSMUSG00000057234,0.957,43.01089627176584,0,1,0
ENSMUSP00000061516,ENSMUSG00000073457,0.009,48.45360824742268,1,0,0
ENSMUSP00000029406,ENSMUSG00000027824,0.001,43.70208105147864,0,0,1
ENSMUSP00000048376,ENSMUSG00000032688,1.26,45.11403263435617,1,0,0
ENSMUSP00000094083,ENSMUSG00000071714,0.088,67.73530034622185,0,0,1
ENSMUSP00000107620,ENSMUSG00000070594,40.0,32.90984472200022,1,0,0
ENSMUSP00000036847,ENSMUSG00000036792,0.181,46.7669300189358,1,0,0
ENSMUSP00000035120,ENSMUSG00000032532,2.73,66.91498034232619,1,0,0
ENSMUSP00000051644,ENSMUSG00000051098,1.51,71.0,0,0,1
ENSMUSP00000038505,ENSMUSG00000039771,30.5,78.1142233472742,0,0,1
ENSMUSP00000094072,ENSMUSG00000050439,0.033,61.7124394184168,0,0,1
ENSMUSP00000129254,ENSMUSG00000093825,2.6,49.354838709677416,0,0,1
ENSMUSP00000012259,ENSMUSG00000012114,8.4,60.836251237168625,0,0,1
ENSMUSP00000036347,ENSMUSG00000042708,0.559,63.41268382352941,1,0,0
