Protein_id,Gene_id,PxAbundance,GC,TAA,TGA,TAG
ENSP00000363157,ENSG00000181634,0.15,60.95238095238095,0,0,1
ENSP00000242261,ENSG00000122691,4.85,93.69822722678191,0,0,1
ENSP00000371734,ENSG00000107104,1.0,60.66640734816698,0,1,0
ENSP00000373360,ENSG00000175182,0.363,70.97449830879825,0,1,0
ENSP00000322373,ENSG00000175895,7.09,35.6,1,0,0
ENSP00000385142,ENSG00000179915,0.737,59.40734897975948,0,1,0
ENSP00000348708,ENSG00000151461,14.5,38.4917517674784,0,1,0
ENSP00000396936,ENSG00000224383,0.002,75.75435836294086,0,1,0
ENSP00000258787,ENSG00000136286,198,77.21073783709693,0,1,0
ENSP00000280082,ENSG00000150527,0.119,28.563430117957118,0,1,0
ENSP00000268150,ENSG00000140545,10.6,77.42229102905723,0,0,1
ENSP00000353472,ENSG00000204632,23.0,81.0181946193259,0,1,0
ENSP00000355923,ENSG00000152104,1.95,61.84565783622388,0,1,0
ENSP00000233954,ENSG00000115602,0.505,38.64757748673181,0,1,0
ENSP00000331902,ENSG00000188153,4.17,34.1469780473395,1,0,0
ENSP00000351697,ENSG00000009413,0.262,44.34298257115662,1,0,0
ENSP00000270328,ENSG00000142303,0.258,73.74627027586969,0,0,1
ENSP00000264183,ENSG00000054267,3.41,30.86678079140417,0,1,0
ENSP00000339191,ENSG00000105974,146,66.70513937397254,1,0,0
ENSP00000226091,ENSG00000108947,0.473,66.86217008797654,0,1,0
ENSP00000312587,ENSG00000135469,0.19,55.53729603729604,0,1,0
ENSP00000332816,ENSG00000120899,56.6,75.6825805177261,0,1,0
ENSP00000311344,ENSG00000137713,38.9,42.09349613519555,1,0,0
ENSP00000259199,ENSG00000136682,1.87,44.815787078810914,1,0,0
ENSP00000346534,ENSG00000196876,0.075,63.38594465646436,0,0,1
ENSP00000342836,ENSG00000197706,0.609,45.04792332268371,0,1,0
ENSP00000367490,ENSG00000166153,0.392,40.139622238970134,0,1,0
ENSP00000380982,ENSG00000080608,19.9,41.109399075500775,0,0,1
ENSP00000364620,ENSG00000142623,0.39,74.09638554216868,0,1,0
ENSP00000328515,ENSG00000185730,0.487,63.28304346041125,0,1,0
ENSP00000316284,ENSG00000181733,0.507,68.88888888888889,0,1,0
ENSP00000366249,ENSG00000213886,1.5,58.433734939759034,0,1,0
ENSP00000294973,ENSG00000162882,5.67,76.63426512511879,0,1,0
ENSP00000335040,ENSG00000167483,0.8,74.78417239816582,0,1,0
ENSP00000366563,ENSG00000171608,15.7,84.27261537635226,0,0,1
ENSP00000320646,ENSG00000176715,27.4,71.65478174773565,0,1,0
ENSP00000265029,ENSG00000090512,232,53.994459847676644,0,1,0
ENSP00000264047,ENSG00000115665,0.508,44.75043029259897,0,1,0
ENSP00000336524,ENSG00000182923,0.115,41.24040776217122,0,0,1
ENSP00000355559,ENSG00000162885,0.138,53.889439233400616,0,1,0
ENSP00000243563,ENSG00000077312,246,77.12667815806513,0,0,1
ENSP00000287713,ENSG00000157064,0.286,71.67716771677168,0,0,1
ENSP00000358997,ENSG00000184216,2.91,74.76935299885447,0,1,0
ENSP00000233078,ENSG00000071626,136,60.93969668667406,0,0,1
ENSP00000237289,ENSG00000118503,8.03,56.48728664107382,1,0,0
ENSP00000270202,ENSG00000142208,14.2,84.05063382506991,0,1,0
ENSP00000182290,ENSG00000064201,0.043,74.40356986907808,0,1,0
ENSP00000313674,ENSG00000131043,5.67,72.40221766537556,1,0,0
ENSP00000257118,ENSG00000134686,2.64,67.3012765948569,0,0,1
ENSP00000330320,ENSG00000065923,0.201,61.734419346648934,0,1,0
ENSP00000353007,ENSG00000196562,6.66,78.25589278586389,1,0,0
ENSP00000326022,ENSG00000112214,0.456,50.65162907268171,0,0,1
ENSP00000408464,ENSG00000107099,30.1,62.25142779874709,1,0,0
ENSP00000268989,ENSG00000141258,0.017,74.47362247938247,0,1,0
ENSP00000346839,ENSG00000115414,605,52.87307259964671,1,0,0
ENSP00000266085,ENSG00000100234,6.13,83.9622641509434,0,1,0
ENSP00000261854,ENSG00000138600,0.672,36.08042005055553,1,0,0
ENSP00000302935,ENSG00000172349,30.4,58.91759847156126,0,0,1
ENSP00000266263,ENSG00000242114,11.5,73.39683574028413,0,1,0
ENSP00000370607,ENSG00000205678,0.215,40.168444863161724,1,0,0
ENSP00000324404,ENSG00000139437,0.544,72.06136410752539,0,1,0
ENSP00000318264,ENSG00000115459,0.266,54.44968198843801,0,1,0
ENSP00000234296,ENSG00000115942,6.45,38.14104372935839,0,0,1
ENSP00000323071,ENSG00000177465,0.309,65.63981042654028,1,0,0
ENSP00000337445,ENSG00000006744,27.6,58.61081171287177,0,1,0
ENSP00000366246,ENSG00000183098,1.37,61.23828210159145,1,0,0
ENSP00000258729,ENSG00000136231,87.1,52.32730797243858,1,0,0
ENSP00000355402,ENSG00000167178,0.099,78.66112921298912,0,1,0
ENSP00000351552,ENSG00000167491,19.7,63.72184790929925,0,0,1
ENSP00000262812,ENSG00000105669,193,83.89754719676691,0,1,0
ENSP00000220772,ENSG00000104332,3.32,80.32544116342999,0,1,0
ENSP00000416706,ENSG00000169067,326,63.6604774535809,0,1,0
ENSP00000362656,ENSG00000136935,2.52,49.81026756749492,0,0,1
ENSP00000264644,ENSG00000108352,0.025,72.14691076044872,0,1,0
ENSP00000247881,ENSG00000127364,0.198,52.0,0,0,1
ENSP00000297056,ENSG00000164535,1.69,67.45084430913705,0,1,0
ENSP00000302234,ENSG00000172156,3.16,63.265306122448976,1,0,0
ENSP00000322898,ENSG00000164330,0.467,65.16879238660222,0,1,0
ENSP00000380920,ENSG00000214212,0.339,73.5930735930736,0,1,0
ENSP00000340361,ENSG00000114739,0.3,75.24366471734893,1,0,0
ENSP00000298705,ENSG00000165807,0.235,51.80064754856614,0,1,0
ENSP00000384018,ENSG00000196498,4.84,79.3876708640918,0,1,0
ENSP00000356814,ENSG00000143164,9.55,33.160407622632185,1,0,0
ENSP00000328879,ENSG00000092377,1.52,54.33863698443048,0,1,0
ENSP00000296027,ENSG00000163735,4.69,62.608695652173914,0,1,0
ENSP00000354003,ENSG00000170180,32.2,30.565918884249335,0,1,0
ENSP00000273668,ENSG00000145088,0.192,46.755883421925404,0,1,0
ENSP00000359526,ENSG00000155287,0.714,63.123408898048254,0,1,0
ENSP00000302867,ENSG00000170920,0.022,62.93929712460064,0,1,0
ENSP00000364589,ENSG00000139842,21.4,61.25074219298927,0,1,0
ENSP00000368039,ENSG00000205097,0.046,55.814132104454686,0,1,0
ENSP00000282058,ENSG00000152240,3.18,49.48713902802093,0,1,0
ENSP00000263212,ENSG00000100034,28.5,74.21930526591004,0,0,1
ENSP00000369349,ENSG00000205426,76.7,86.78578705024245,0,0,1
ENSP00000331879,ENSG00000185238,12.3,46.62647430956501,0,1,0
ENSP00000278407,ENSG00000149131,933,63.681409642168745,0,1,0
ENSP00000323588,ENSG00000181449,1.45,89.937106918239,0,1,0
ENSP00000247706,ENSG00000127220,0.583,76.58591408591408,0,0,1
ENSP00000226574,ENSG00000109320,35.3,42.18262621338349,0,0,1
ENSP00000375236,ENSG00000240871,0.798,83.22422258592471,0,1,0
ENSP00000250831,ENSG00000226941,0.07,24.949698189134807,1,0,0
ENSP00000268797,ENSG00000141098,0.21,69.24073590758718,0,1,0
ENSP00000308727,ENSG00000173705,0.382,57.810111699000586,0,0,1
ENSP00000362924,ENSG00000148180,3159,75.99340449171969,0,1,0
ENSP00000355938,ENSG00000162769,2.67,51.3869186341068,0,1,0
ENSP00000278412,ENSG00000149136,48.3,66.90698694124,0,0,1
ENSP00000354574,ENSG00000164038,2.25,39.60739824635698,0,0,1
ENSP00000266086,ENSG00000100191,0.007,59.24242424242424,0,1,0
ENSP00000217971,ENSG00000101856,228,76.66524943310658,1,0,0
ENSP00000366901,ENSG00000204856,0.048,55.31536589930751,0,1,0
ENSP00000249016,ENSG00000128285,1.01,79.22845476036966,0,1,0
ENSP00000350050,ENSG00000198133,0.355,94.13323404349288,0,1,0
ENSP00000221480,ENSG00000104883,0.272,82.01602701521388,0,1,0
ENSP00000344844,ENSG00000113249,0.014,42.859437073493645,0,0,1
ENSP00000326272,ENSG00000176678,0.936,87.65084677010445,1,0,0
ENSP00000305995,ENSG00000170950,187,47.36842105263158,0,0,1
ENSP00000358060,ENSG00000143374,36.2,55.64592458692821,0,1,0
ENSP00000310170,ENSG00000175592,0.656,67.84853772017281,0,1,0
ENSP00000430128,ENSG00000184672,12.2,45.849523732087555,0,1,0
ENSP00000332788,ENSG00000185101,0.048,86.71775223499361,0,0,1
ENSP00000229769,ENSG00000112039,0.68,68.86915846413052,0,0,1
ENSP00000307701,ENSG00000168785,0.24,50.23958112430116,1,0,0
ENSP00000367564,ENSG00000188493,0.45,67.25334889929938,0,1,0
ENSP00000369465,ENSG00000086712,9.74,50.959940575107254,1,0,0
ENSP00000306245,ENSG00000170345,0.574,69.63955419619117,0,1,0
ENSP00000263798,ENSG00000092445,0.462,62.41013818737339,0,0,1
ENSP00000262554,ENSG00000090054,44.5,40.33328347881514,0,1,0
ENSP00000358265,ENSG00000186231,0.09,49.3219426287825,0,1,0
ENSP00000159060,ENSG00000074771,0.044,57.99648506151142,0,0,1
ENSP00000342026,ENSG00000117592,609,55.111111111111114,1,0,0
ENSP00000293883,ENSG00000127580,1.01,82.22814059439408,0,1,0
ENSP00000455908,ENSG00000255330,0.546,76.25078295580414,1,0,0
ENSP00000308450,ENSG00000117399,2.94,62.0,0,1,0
ENSP00000264893,ENSG00000138758,115,53.503184860577726,1,0,0
ENSP00000350005,ENSG00000159224,1.92,68.83116883116882,0,1,0
ENSP00000286760,ENSG00000156232,0.114,54.44444444444444,0,0,1
ENSP00000299638,ENSG00000255529,1.78,59.44851708038627,0,1,0
ENSP00000261783,ENSG00000081181,3.6,42.53521126760563,0,0,1
ENSP00000270221,ENSG00000142227,1.68,74.74923390262931,0,1,0
ENSP00000454153,ENSG00000164241,0.159,48.43824588464344,0,1,0
ENSP00000310585,ENSG00000174788,1.25,79.8636665259094,0,1,0
ENSP00000295237,ENSG00000163092,0.185,35.26224573132108,1,0,0
ENSP00000377954,ENSG00000133706,112,40.96824026752596,1,0,0
ENSP00000345826,ENSG00000124225,0.545,83.72458447902697,0,0,1
ENSP00000215812,ENSG00000100012,1.13,68.92422752404822,0,0,1
ENSP00000349486,ENSG00000180900,19.0,78.38246941206215,0,0,1
ENSP00000321203,ENSG00000168884,1.29,71.81596518409408,0,1,0
ENSP00000328677,ENSG00000183186,0.266,89.57345971563981,0,0,1
ENSP00000290349,ENSG00000159228,207,69.43947973550948,0,1,0
ENSP00000252512,ENSG00000130227,43.9,54.564154782203204,0,1,0
ENSP00000248701,ENSG00000128040,1.12,53.97104094366708,0,1,0
ENSP00000200652,ENSG00000197208,0.753,66.30434782608695,0,1,0
ENSP00000391594,ENSG00000213462,0.141,45.45454545454545,0,0,1
ENSP00000357823,ENSG00000143436,35.5,67.44174993680949,0,1,0
ENSP00000342434,ENSG00000009954,17.1,49.39353099730458,0,0,1
ENSP00000363680,ENSG00000158813,0.198,61.35132776832113,0,0,1
ENSP00000405950,ENSG00000130822,0.211,84.40672401514317,0,1,0
ENSP00000330631,ENSG00000185924,0.088,89.36651583710407,0,1,0
ENSP00000232375,ENSG00000114268,0.689,70.31595236488828,0,1,0
ENSP00000261413,ENSG00000113048,46.6,45.449882097168704,1,0,0
ENSP00000303468,ENSG00000168228,0.112,45.08225942008746,0,0,1
ENSP00000319654,ENSG00000176299,0,53.18471337579618,0,1,0
ENSP00000287020,ENSG00000156466,0.404,77.66750916840124,0,0,1
ENSP00000403459,ENSG00000141738,7.82,68.52745669695561,0,1,0
ENSP00000375063,ENSG00000171487,0.009,55.54651074446031,0,1,0
ENSP00000228841,ENSG00000111245,33.0,63.51581208771505,0,0,1
ENSP00000248933,ENSG00000100095,0.338,73.10253573974992,1,0,0
ENSP00000384582,ENSG00000164199,0.02,40.12796083613061,0,0,1
ENSP00000465845,ENSG00000267748,1.52,62.62987012987013,0,1,0
ENSP00000304308,ENSG00000171940,1.35,49.63258240931213,0,1,0
ENSP00000371811,ENSG00000165487,4.94,42.2097214104812,1,0,0
ENSP00000436005,ENSG00000196655,50.9,60.6279519105422,0,0,1
ENSP00000327072,ENSG00000143498,0.147,37.7903335356111,0,1,0
ENSP00000261386,ENSG00000006007,1.7,55.170786929527225,0,0,1
ENSP00000351484,ENSG00000168060,0.026,70.43770224308346,0,1,0
ENSP00000399863,ENSG00000022976,0.408,53.1056465336844,0,0,1
ENSP00000245787,ENSG00000125629,0.314,38.599252045765915,0,1,0
ENSP00000368144,ENSG00000135362,0.284,75.76930079286267,0,1,0
ENSP00000356744,ENSG00000000457,4.68,42.552437240301145,0,1,0
ENSP00000257254,ENSG00000134817,0.114,85.30183727034121,0,0,1
ENSP00000265742,ENSG00000001629,0.733,35.95751808862481,0,1,0
ENSP00000325958,ENSG00000110536,16.2,72.69334204790633,0,1,0
ENSP00000259883,ENSG00000137338,0.008,44.93827160493827,0,0,1
ENSP00000297770,ENSG00000165078,0.387,44.59910639760397,1,0,0
ENSP00000330199,ENSG00000197106,0.406,82.14285714285714,0,1,0
ENSP00000250896,ENSG00000099875,0.421,79.78480860540387,0,1,0
ENSP00000264160,ENSG00000048991,1.43,38.819782222246374,1,0,0
ENSP00000254480,ENSG00000173473,38.8,53.043102750263145,0,0,1
ENSP00000336127,ENSG00000165914,2.49,58.39453478100693,0,1,0
ENSP00000362799,ENSG00000147174,0.581,48.69942196531792,0,1,0
ENSP00000306866,ENSG00000170296,25.9,60.580749140071184,0,1,0
ENSP00000355261,ENSG00000198952,1.52,64.99508357915438,0,1,0
ENSP00000363590,ENSG00000169826,2.65,41.43646408839779,0,1,0
ENSP00000334866,ENSG00000186970,0.102,56.52173913043478,1,0,0
ENSP00000390158,ENSG00000103657,1.07,40.814667881947145,0,1,0
ENSP00000380793,ENSG00000214160,1.29,75.91422342182197,0,1,0
ENSP00000250559,ENSG00000127314,605,29.513487316914922,1,0,0
ENSP00000363970,ENSG00000101460,2.46,87.34061930783241,0,1,0
ENSP00000362181,ENSG00000096264,0.093,61.34983250226966,0,1,0
ENSP00000360552,ENSG00000182463,0.077,58.51153108979294,0,0,1
ENSP00000394794,ENSG00000163629,1.14,36.949130647574535,0,1,0
ENSP00000332359,ENSG00000184905,1.74,46.92982456140351,0,0,1
ENSP00000430073,ENSG00000176571,0.026,34.24411524273532,0,0,1
ENSP00000300413,ENSG00000167088,714,40.2729044834308,1,0,0
ENSP00000438042,ENSG00000156671,0.34,45.588452939854925,0,1,0
ENSP00000302896,ENSG00000170889,765,75.39586103917314,0,1,0
ENSP00000351211,ENSG00000188324,0.004,46.03174603174603,1,0,0
ENSP00000328090,ENSG00000182938,0.338,78.58376511226253,0,1,0
ENSP00000240731,ENSG00000121417,0.008,53.07221449483214,0,0,1
ENSP00000356094,ENSG00000198049,0.307,81.17647058823529,0,0,1
ENSP00000255194,ENSG00000132842,43.3,35.89053112479689,1,0,0
ENSP00000329757,ENSG00000185883,11.6,78.77302799523486,0,0,1
ENSP00000347168,ENSG00000197238,732,80.76923076923077,0,1,0
ENSP00000303192,ENSG00000143344,0.563,60.6558397867619,0,1,0
ENSP00000333836,ENSG00000182263,0.998,38.881578947368425,0,1,0
ENSP00000275699,ENSG00000146809,0.121,35.96523118080192,1,0,0
ENSP00000457993,ENSG00000254732,7.55,73.6842105263158,0,0,1
ENSP00000330269,ENSG00000182698,0.07,63.29741788494399,0,1,0
ENSP00000361784,ENSG00000117010,0.046,48.730601185916534,1,0,0
ENSP00000266068,ENSG00000101216,2.25,79.57901757689893,0,0,1
ENSP00000295400,ENSG00000163235,0.644,71.0893527129708,0,1,0
ENSP00000262903,ENSG00000085382,0.231,40.16838552402881,1,0,0
ENSP00000296484,ENSG00000164087,0.185,67.65073897426838,0,1,0
ENSP00000377370,ENSG00000144847,0.381,53.21835465807753,0,0,1
ENSP00000258947,ENSG00000136436,3.43,54.33011331525772,0,1,0
ENSP00000368349,ENSG00000101868,5.64,43.96864923487816,1,0,0
ENSP00000255262,ENSG00000132911,0.075,72.11538461538461,0,1,0
ENSP00000323670,ENSG00000178951,3.53,92.47863247863248,1,0,0
ENSP00000265069,ENSG00000056097,25.9,34.28288219595882,0,0,1
ENSP00000361475,ENSG00000107130,4.84,78.54613685198075,0,0,1
ENSP00000358478,ENSG00000116830,1.17,47.16758622336869,1,0,0
ENSP00000378350,ENSG00000094880,14.7,53.96217916550832,0,0,1
ENSP00000263645,ENSG00000110651,88.2,83.2809724853427,0,1,0
ENSP00000319788,ENSG00000181019,52.0,55.09801732221211,0,1,0
ENSP00000291670,ENSG00000160282,15.2,78.86693702678518,0,0,1
ENSP00000247930,ENSG00000196453,0.132,78.36538461538461,0,1,0
ENSP00000272797,ENSG00000213160,0.02,43.59044862528061,1,0,0
ENSP00000332721,ENSG00000183597,11.2,72.442781347477,1,0,0
ENSP00000323191,ENSG00000181433,0.793,37.29166884249444,1,0,0
ENSP00000355759,ENSG00000143799,466,66.63363039470283,0,0,1
ENSP00000228825,ENSG00000111229,924,45.092720232385034,0,1,0
ENSP00000362424,ENSG00000204104,0.83,68.16952838377127,0,1,0
ENSP00000402343,ENSG00000225614,0.031,73.37538854235837,1,0,0
ENSP00000306614,ENSG00000171960,129,48.62523388496651,0,0,1
ENSP00000312767,ENSG00000178404,0.013,63.3540996784566,1,0,0
ENSP00000466023,ENSG00000262526,2.28,73.33333333333333,0,1,0
ENSP00000349577,ENSG00000100033,1.43,75.62838476258104,0,0,1
ENSP00000321737,ENSG00000179832,1.43,82.03811674802931,1,0,0
ENSP00000376443,ENSG00000154265,0.023,31.159882980074464,0,1,0
ENSP00000265271,ENSG00000091009,11.3,37.13477851083883,0,1,0
ENSP00000365413,ENSG00000197506,0.752,52.60115606936416,0,1,0
ENSP00000338769,ENSG00000088280,1.69,73.20517019154404,0,0,1
ENSP00000311997,ENSG00000100285,8.98,70.71498530852105,1,0,0
ENSP00000261693,ENSG00000073060,23.1,81.3439566695409,0,1,0
ENSP00000378642,ENSG00000197162,0.034,76.34970483604272,0,1,0
ENSP00000360240,ENSG00000203972,0.154,49.97005589566143,0,0,1
ENSP00000344729,ENSG00000188163,0.323,75.13608032264433,0,1,0
ENSP00000442477,ENSG00000256394,0.261,43.280632411067195,1,0,0
ENSP00000354963,ENSG00000146090,0.004,79.03792285436558,0,1,0
ENSP00000263991,ENSG00000115504,4.6,35.93362047853685,0,0,1
ENSP00000261007,ENSG00000138435,0.2,70.7490085626418,0,1,0
ENSP00000357881,ENSG00000095574,0.141,41.42857142857143,0,1,0
ENSP00000264028,ENSG00000095139,134,42.19593233703736,1,0,0
ENSP00000310448,ENSG00000175467,39.4,79.65611167858358,0,1,0
ENSP00000350011,ENSG00000146540,34.5,77.53166074580952,0,0,1
ENSP00000286175,ENSG00000240344,22.8,41.1764118529892,0,0,1
ENSP00000231509,ENSG00000113580,9.56,43.065798751389096,0,1,0
ENSP00000284776,ENSG00000154556,16.4,46.72075987821418,0,1,0
ENSP00000261755,ENSG00000103876,88.7,70.63476224417064,0,1,0
ENSP00000255858,ENSG00000133488,0.14,70.54420107552659,0,1,0
ENSP00000317579,ENSG00000140688,5.78,74.10691370845713,0,1,0
ENSP00000318912,ENSG00000185015,19.1,44.106463878327,1,0,0
ENSP00000404123,ENSG00000236362,2.85,38.13559322033898,1,0,0
ENSP00000384223,ENSG00000284917,0.563,72.73755656108597,0,0,1
ENSP00000259211,ENSG00000136694,0.129,61.0062893081761,1,0,0
ENSP00000319814,ENSG00000124253,2.88,71.26805778491172,1,0,0
ENSP00000252338,ENSG00000130054,0.064,78.8583509513742,0,1,0
ENSP00000335191,ENSG00000167800,0.117,73.57512953367876,0,1,0
ENSP00000222247,ENSG00000105640,326,83.31916540815466,0,0,1
ENSP00000255389,ENSG00000133027,0.912,76.37424006342486,0,1,0
ENSP00000345719,ENSG00000136827,23.8,66.44334207625346,0,1,0
ENSP00000270233,ENSG00000187244,13.3,84.62322431038099,0,1,0
ENSP00000374152,ENSG00000135632,6.5,70.78860577827776,0,1,0
ENSP00000414330,ENSG00000177181,0.324,64.09110035766884,0,1,0
ENSP00000264606,ENSG00000068024,54.0,78.0139519123402,0,0,1
ENSP00000305847,ENSG00000171489,0.819,58.125,0,1,0
ENSP00000385995,ENSG00000115970,2.43,40.65050504931641,0,1,0
ENSP00000381250,ENSG00000175336,319,56.57492354740061,1,0,0
ENSP00000228872,ENSG00000111276,5.38,66.85930809851384,1,0,0
ENSP00000315997,ENSG00000104972,1.99,67.81798140864504,0,0,1
